Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SOH;SOD;SOA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
I1;09.11.2003;Juventus;Udinese;4;1;H;0;0;D;sty.33;04.lut;8;sty.32;kwi.35;sie.82;sty.33;4;07.maj;1.286;4.333;9;01.mar;kwi.33;08.maj;01.mar;kwi.33;08.maj;sty.28;kwi.33;08.maj;sty.75;sty.95;sty.75;sty.95;01.wrz;01.wrz;-1.25;01.wrz;sty.95;-1.25;1.975;1.925;-1.25
I1;09.11.2003;Parma;Milan;0;0;D;0;0;D;3;3;lut.25;mar.15;03.maj;02.lut;02.sie;02.wrz;02.mar;3;2.875;lut.25;lut.88;lut.88;lut.38;3;lut.87;02.mar;03.lut;02.sie;02.lut;sty.95;sty.75;01.wrz;01.sie;01.wrz;01.wrz;0.25;sty.95;01.wrz;0.25;sty.85;02.maj;0.25
I1;09.11.2003;Perugia;Lecce;2;2;D;1;1;D;01.wrz;02.wrz;4;sty.85;mar.15;04.sty;01.sie;02.wrz;04.lut;1.833;3;4;sty.83;3;kwi.33;sty.83;3;04.lut;01.wrz;lut.87;4;sty.85;sty.85;01.sie;01.wrz;sty.85;sty.95;-0.5;sty.85;2;-0.5;1.925;1.975;-0.5
I1;09.11.2003;Reggina;Modena;1;1;D;1;1;D;02.sty;3;mar.25;02.maj;3;mar.45;01.wrz;02.wrz;03.sie;2;3;03.kwi;2;3;03.maj;2;3;03.maj;02.sty;02.sie;03.kwi;;;sty.95;sty.75;01.sie;2;-0.25;01.sie;02.maj;-0.25;sty.85;02.maj;-0.25
I1;09.11.2003;Roma;Lazio;2;0;H;0;0;D;lut.25;3;3;lut.25;03.sty;3;02.lut;02.sie;03.sty;lut.25;2.875;3;lut.25;3;3;lut.25;lut.87;03.sty;lut.25;lut.75;03.lut;;;01.wrz;01.sie;sty.85;sty.95;-0.25;sty.85;2;-0.25;sty.95;sty.95;-0.25
I1;09.11.2003;Siena;Chievo;1;2;A;0;1;A;lut.25;3;3;02.mar;3;3;02.mar;02.sie;02.wrz;02.sty;03.lut;3;lut.25;3;3;02.mar;lut.87;3;02.mar;02.wrz;02.wrz;sty.95;sty.75;2;sty.72;01.wrz;01.wrz;-0.25;sty.95;01.wrz;-0.25;2;01.wrz;-0.25
I1;22.11.2003;Inter;Reggina;6;0;H;2;0;H;sty.33;4;9;01.mar;kwi.25;10;01.mar;4;08.maj;sty.25;04.maj;10;01.mar;4;10;01.mar;4;10;sty.25;04.maj;10;sty.71;2;sty.75;02.maj;sty.95;sty.85;-1.5;02.sty;sty.75;-1.5;02.maj;sty.85;-1.5
I1;22.11.2003;Modena;Juventus;0;2;A;0;1;A;5;03.lut;sty.66;maj.15;03.mar;sty.65;04.lut;03.lut;01.lip;5;mar.25;sty.62;kwi.33;mar.25;sty.73;kwi.33;mar.25;sty.73;04.maj;03.sty;sty.72;sty.95;sty.75;01.wrz;01.wrz;01.wrz;01.wrz;0.75;sty.95;01.wrz;0.75;1.925;1.975;0.75
I1;23.11.2003;Ancona;Brescia;1;1;D;0;1;A;02.maj;3;lut.62;02.sie;02.wrz;lut.48;02.maj;02.sie;02.lip;lut.62;lut.88;02.maj;02.maj;lut.88;02.lip;02.maj;lut.88;02.lip;02.maj;02.sie;lut.75;sty.95;sty.75;sty.95;sty.85;01.wrz;01.wrz;0;01.wrz;sty.95;0;1.925;1.975;0
I1;23.11.2003;Bologna;Roma;0;4;A;0;3;A;kwi.33;3;01.sie;kwi.25;03.maj;sty.85;03.cze;03.sty;sty.85;kwi.33;3;01.sie;04.lut;3;sty.83;04.lut;3;sty.83;mar.75;3;01.wrz;sty.75;sty.95;01.wrz;01.wrz;sty.95;sty.85;0.5;sty.95;01.wrz;0.5;2;01.wrz;0.5
I1;23.11.2003;Chievo;Milan;0;2;A;0;1;A;4;03.sty;sty.83;4;03.lut;sty.85;03.mar;3;2;mar.75;3;sty.91;03.cze;3;2;03.cze;3;2;03.cze;lut.87;2;sty.79;01.wrz;sty.85;sty.95;sty.95;sty.85;0.5;01.sie;02.maj;0.5;sty.85;02.maj;0.5
I1;23.11.2003;Empoli;Parma;1;0;H;0;0;D;kwi.33;3;01.sie;03.sie;03.maj;sty.95;03.sie;03.sty;01.sie;03.kwi;3;2;4;02.wrz;sty.91;4;02.wrz;sty.91;mar.75;3;01.wrz;sty.75;sty.95;sty.95;sty.85;sty.85;sty.95;0.5;01.wrz;sty.95;0.5;sty.95;sty.95;0.5
I1;23.11.2003;Lazio;Perugia;3;1;H;1;0;H;01.kwi;03.cze;8;sty.45;03.cze;07.maj;sty.35;03.sie;07.maj;01.kwi;mar.75;7;01.kwi;mar.75;07.maj;01.kwi;mar.75;07.maj;sty.36;mar.75;8;sty.71;2;01.lip;02.sty;sty.95;sty.85;-1.25;sty.95;01.wrz;-1.25;sty.95;sty.95;-1.25
I1;23.11.2003;Lecce;Sampdoria;0;0;D;0;0;D;lut.37;3;lut.75;02.kwi;lut.95;lut.85;02.kwi;02.sie;02.sie;lut.38;3;lut.75;02.kwi;02.sie;02.wrz;02.kwi;02.sie;02.wrz;02.maj;02.wrz;lut.62;sty.85;sty.85;sty.95;sty.85;02.sie;sty.75;-0.25;02.sty;sty.75;-0.25;sty.85;02.maj;0
I1;23.11.2003;Udinese;Siena;1;1;D;1;0;H;01.sie;3;kwi.33;sty.73;mar.15;04.sie;sty.65;03.sty;04.sie;sty.67;mar.25;04.maj;sty.73;3;5;sty.73;3;5;sty.66;03.sty;5;sty.79;01.wrz;sty.95;sty.85;sty.95;sty.85;-0.75;sty.95;01.wrz;-0.75;02.sty;01.sie;-0.75
I1;29.11.2003;Juventus;Inter;1;3;A;0;1;A;01.sie;3;kwi.33;sty.75;mar.25;04.maj;sty.75;03.sty;04.lut;sty.73;03.lut;kwi.33;01.sie;03.sty;kwi.33;sty.73;03.sty;kwi.75;sty.72;03.sty;04.maj;sty.85;sty.85;sty.95;sty.85;sty.85;sty.95;-0.75;sty.95;01.wrz;-0.75;01.sie;02.sty;-0.5
I1;29.11.2003;Siena;Lazio;3;0;H;2;0;H;mar.25;3;02.sty;03.sty;3;02.lut;03.lut;02.wrz;02.sty;lut.88;02.sie;lut.38;mar.25;mar.25;2;mar.25;3;02.sty;03.mar;lut.87;02.sty;sty.95;sty.75;2;01.sie;sty.85;sty.95;0.25;01.wrz;sty.95;0.25;1.975;1.925;0.25
I1;30.11.2003;Brescia;Udinese;1;2;A;0;0;D;02.mar;3;lut.87;02.maj;02.lip;3;02.mar;02.lip;3;lut.25;lut.88;3;02.mar;lut.88;3;02.mar;lut.88;3;lut.25;02.sie;03.sty;sty.85;sty.85;sty.85;sty.95;02.sie;sty.75;-0.25;02.maj;01.sie;-0.25;02.sty;01.sie;-0.25
I1;30.11.2003;Milan;Modena;2;0;H;1;0;H;sty.25;04.maj;11;01.lut;maj.35;12;sty.25;04.maj;9;sty.22;5;10;sty.25;5;9;sty.25;5;9;sty.22;5;09.maj;sty.65;02.maj;01.sie;2;01.wrz;01.wrz;-1.75;2;sty.85;-1.75;2.075;1.825;-1.75
I1;30.11.2003;Parma;Chievo;3;1;H;0;0;D;sty.72;03.lut;04.maj;sty.78;mar.15;04.maj;sty.75;03.sty;04.lut;sty.73;lut.88;5;01.sie;3;04.maj;01.sie;3;04.maj;sty.72;03.sty;04.maj;sty.95;sty.75;2;01.sie;sty.78;02.kwi;-0.5;01.sie;02.maj;-0.5;1.875;2.025;-0.5
I1;30.11.2003;Perugia;Empoli;1;1;D;1;1;D;01.wrz;03.sty;mar.75;01.wrz;03.sty;mar.85;01.wrz;02.wrz;03.sie;01.sie;3;kwi.33;01.sie;03.lut;4;01.sie;03.lut;4;01.wrz;lut.87;4;sty.75;sty.95;sty.85;sty.95;sty.95;sty.85;-0.5;02.maj;01.sie;-0.5;2.025;1.875;-0.5
I1;30.11.2003;Reggina;Bologna;0;0;D;0;0;D;2;3;03.maj;02.lut;lut.95;03.lip;01.wrz;3;03.cze;02.lut;02.sie;03.lut;02.sty;lut.88;03.kwi;02.sty;lut.88;03.kwi;02.sty;02.sie;03.kwi;02.maj;sty.65;02.maj;sty.75;01.sie;2;-0.25;sty.85;2;-0.25;01.wrz;2;-0.25
I1;30.11.2003;Roma;Lecce;3;1;H;2;0;H;sty.16;05.maj;13;sty.18;05.maj;13.maj;sty.17;05.lut;12;01.lut;5;11;sty.17;05.maj;13;sty.17;05.maj;13;sty.16;05.maj;12;01.maj;lut.35;sty.65;02.lut;sty.77;02.maj;-1.75;01.sie;02.maj;-1.75;1.775;2.125;-1.75
I1;30.11.2003;Sampdoria;Ancona;2;0;H;0;0;D;sty.44;mar.75;06.maj;01.kwi;03.sie;8;01.maj;03.maj;05.kwi;01.kwi;mar.75;7;sty.44;mar.75;06.maj;sty.44;mar.75;06.maj;sty.44;03.maj;7;sty.71;2;sty.95;sty.85;sty.95;sty.85;-1.25;sty.95;01.wrz;-1.25;02.sty;01.sie;-1.25
I1;06.12.2003;Empoli;Milan;0;1;A;0;0;D;6;mar.25;sty.57;6;mar.33;sty.57;04.cze;03.kwi;01.cze;6;03.kwi;01.maj;6;03.lut;sty.57;6;03.lut;sty.57;05.maj;03.mar;sty.57;01.wrz;sty.79;2;01.sie;sty.91;01.wrz;1;sty.85;2;1;01.wrz;2;1
I1;06.12.2003;Lazio;Juventus;2;0;H;2;0;H;lut.75;3;lut.37;lut.95;lut.95;lut.35;02.sie;02.sie;02.kwi;02.sie;2.875;2.375;lut.88;lut.88;lut.38;lut.87;lut.87;lut.37;02.sie;02.wrz;lut.37;sty.85;sty.85;sty.95;sty.85;sty.85;sty.95;0.25;sty.95;01.wrz;0.25;01.wrz;2;0.25
I1;07.12.2003;Bologna;Ancona;3;2;H;2;0;H;sty.61;3;6;01.cze;mar.15;cze.25;sty.65;03.lut;04.cze;1.667;2.875;05.maj;sty.57;03.lut;6;sty.57;03.lut;6;sty.61;03.sty;05.maj;2;sty.71;2;01.sie;2;01.sie;-1;2;sty.85;-1;2.075;1.825;-1
I1;07.12.2003;Chievo;Roma;0;3;A;0;0;D;kwi.33;3;01.sie;04.maj;mar.25;sty.75;4;03.lut;sty.75;04.maj;mar.25;1.667;04.maj;03.sty;sty.75;04.maj;03.sty;sty.75;4;3;sty.83;sty.79;01.wrz;sty.85;sty.95;01.sie;2;0.75;01.wrz;sty.95;0.75;01.sie;02.sty;0.75
I1;07.12.2003;Inter;Perugia;2;1;H;1;0;H;sty.28;04.maj;9;01.mar;04.maj;9;01.mar;4;08.maj;1.286;4.333;9;01.mar;kwi.33;9;01.mar;kwi.33;9;sty.22;5;09.maj;sty.65;02.maj;sty.75;02.maj;sty.95;sty.85;-1.5;02.maj;01.sie;-1.5;2.025;1.875;-1.5
I1;07.12.2003;Lecce;Parma;1;2;A;0;0;D;03.sty;3;02.lut;3;3;02.mar;03.lut;02.wrz;02.sty;lut.75;3;2.375;03.sty;3;02.lut;03.sty;3;02.lut;03.sty;02.sie;lut.25;01.wrz;sty.79;01.wrz;01.wrz;02.cze;sty.75;0;02.sty;sty.75;0;lut.15;sty.75;0
I1;07.12.2003;Modena;Brescia;1;1;D;0;0;D;01.wrz;02.wrz;4;sty.95;lut.85;kwi.25;01.wrz;02.sie;4;2;02.sie;mar.75;2;lut.88;mar.75;2;lut.87;mar.75;sty.83;lut.87;kwi.33;01.wrz;sty.79;02.maj;sty.75;sty.95;sty.85;-0.5;sty.95;01.wrz;-0.5;2;01.wrz;-0.5
I1;07.12.2003;Sampdoria;Siena;2;1;H;1;1;D;sty.83;lut.87;04.maj;sty.83;3;04.maj;01.sie;02.sie;04.kwi;1.727;2.875;5;01.sie;3;04.maj;01.sie;3;04.maj;sty.72;03.sty;04.maj;sty.79;01.wrz;02.maj;sty.75;sty.83;sty.97;-0.5;sty.95;01.wrz;-0.5;1.975;1.925;-0.5
I1;07.12.2003;Udinese;Reggina;1;0;H;0;0;D;sty.66;3;05.maj;01.cze;mar.15;cze.25;sty.65;03.lut;04.cze;1.615;mar.25;5;sty.67;03.sty;maj.25;sty.66;03.sty;maj.25;sty.66;03.sty;5;sty.75;sty.95;2;01.sie;01.wrz;01.wrz;-0.75;sty.85;2;-0.75;01.wrz;2;-0.75
I1;13.12.2003;Perugia;Sampdoria;3;3;D;1;1;D;02.maj;lut.75;2.875;02.kwi;02.sie;lut.95;02.kwi;02.cze;3;02.maj;lut.75;lut.75;lut.38;02.sie;3;lut.37;02.sie;3;02.cze;lut.62;02.sie;sty.95;sty.75;02.sty;01.lip;2;01.sie;-0.25;2;sty.85;-0.25;02.sty;01.sie;-0.25
I1;13.12.2003;Udinese;Lecce;1;0;H;1;0;H;1.615;03.lut;05.maj;01.cze;03.sty;6;01.cze;03.sty;05.lut;1.571;mar.25;05.maj;sty.57;03.lut;6;sty.57;03.lut;6;sty.57;03.sty;6;01.wrz;sty.79;sty.95;sty.85;sty.85;sty.95;-0.75;sty.85;2;-0.75;sty.85;02.maj;-0.75
I1;14.12.2003;Ancona;Lazio;0;1;A;0;0;D;5;03.lut;1.667;kwi.75;03.maj;sty.75;04.kwi;03.sty;01.lip;4.333;3;01.sie;kwi.75;03.lut;01.lip;kwi.75;03.lut;01.lip;04.maj;03.sty;sty.72;sty.85;sty.85;2;01.sie;01.wrz;01.wrz;0.75;01.wrz;sty.95;0.75;sty.95;sty.95;0.75
I1;14.12.2003;Bologna;Inter;0;2;A;0;2;A;4;02.wrz;1.909;04.lut;3;sty.85;03.sie;03.sty;01.sie;4;2.875;1.909;4;03.sty;sty.85;4;03.sty;sty.85;4;3;sty.83;sty.71;2;sty.85;sty.95;sty.85;sty.95;0.5;01.wrz;sty.95;0.5;sty.85;02.maj;0.5
I1;14.12.2003;Brescia;Empoli;2;0;H;2;0;H;01.sie;3;4.333;01.sie;02.wrz;kwi.75;sty.75;02.sie;04.sie;01.sie;2.875;04.maj;sty.73;03.sty;kwi.75;sty.72;03.sty;kwi.75;01.sie;02.wrz;04.maj;01.wrz;sty.79;01.wrz;01.wrz;01.sie;2;-0.5;01.wrz;sty.95;-0.5;01.wrz;2;-0.5
I1;14.12.2003;Juventus;Parma;4;0;H;2;0;H;1.615;03.lut;05.maj;sty.57;mar.25;6;01.cze;03.mar;04.sie;1.533;mar.25;6;sty.57;03.lut;6;sty.57;03.lut;6;sty.53;mar.25;6;sty.71;2;sty.75;02.maj;01.lip;02.sty;-0.75;sty.75;02.sty;-0.75;01.sie;02.sty;-0.75
I1;14.12.2003;Reggina;Chievo;0;0;D;0;0;D;lut.25;3;3;02.kwi;02.sie;3;02.kwi;02.lip;02.wrz;2.375;lut.75;3;02.mar;lut.88;3;02.mar;lut.87;3;02.kwi;02.sie;lut.87;sty.95;sty.75;02.sty;01.lip;2;01.sie;-0.25;02.maj;01.sie;-0.25;02.sty;01.sie;-0.25
I1;14.12.2003;Roma;Modena;1;0;H;1;0;H;01.lut;5;12;01.lut;5;13;sty.22;04.cze;10;01.lut;5;11;01.lut;5;12;01.lut;5;12;sty.16;05.maj;12;01.cze;lut.15;sty.75;02.maj;2;01.sie;-1.75;02.maj;01.sie;-1.75;02.sty;01.sie;-1.75
I1;20.12.2003;Empoli;Roma;0;2;A;0;2;A;7;03.cze;1.444;lip.25;mar.65;sty.45;5;03.kwi;sty.55;7;mar.75;01.kwi;6;03.maj;01.maj;6;03.maj;01.maj;06.maj;03.cze;sty.44;sty.75;sty.95;2;01.sie;01.wrz;sty.95;1;sty.95;01.wrz;1;1.875;2.025;1
I1;20.12.2003;Parma;Reggina;1;2;A;0;1;A;1.444;03.cze;7;sty.45;mar.65;lip.25;01.maj;03.kwi;05.cze;01.maj;03.lut;7;sty.44;03.cze;7;sty.44;03.cze;7;sty.36;mar.75;8;sty.85;sty.85;01.wrz;01.wrz;sty.95;01.wrz;-1;2;sty.85;-1;2.025;1.875;-1
I1;21.12.2003;Chievo;Ancona;1;0;H;1;0;H;1.444;03.cze;7;sty.45;mar.65;lip.25;01.maj;03.kwi;05.cze;01.maj;mar.25;06.maj;01.maj;03.maj;6;01.maj;03.maj;6;sty.33;mar.75;9;sty.85;sty.85;01.wrz;01.wrz;01.wrz;sty.95;-1;sty.85;2;-1;01.wrz;2;-1
I1;21.12.2003;Lazio;Inter;2;1;H;1;1;D;02.kwi;3;lut.75;02.cze;02.wrz;lut.65;02.mar;02.sie;02.wrz;2.375;3;lut.75;02.kwi;3;lut.75;02.kwi;3;lut.75;02.maj;02.sie;lut.75;sty.79;01.wrz;01.wrz;01.wrz;sty.88;sty.96;0;01.wrz;sty.95;0;1.875;2.025;0
I1;21.12.2003;Lecce;Juventus;1;1;D;1;0;H;6;03.kwi;1.533;7;mar.45;01.maj;04.sie;03.mar;01.cze;06.maj;mar.25;01.maj;6;03.kwi;sty.53;6;03.kwi;sty.53;6;03.kwi;01.maj;sty.75;sty.95;sty.85;sty.95;01.wrz;sty.95;1;sty.95;01.wrz;1;1.925;1.975;1
I1;21.12.2003;Milan;Udinese;1;2;A;0;1;A;sty.36;4;07.maj;sty.35;04.sty;08.maj;sty.35;03.sie;07.maj;sty.36;mar.75;8;sty.33;4;08.maj;sty.33;4;08.maj;sty.28;kwi.33;08.maj;sty.79;01.wrz;sty.85;sty.95;;;;01.wrz;sty.95;-1.25;1.975;1.925;-1.25
I1;21.12.2003;Perugia;Brescia;2;2;D;1;1;D;02.lut;lut.75;03.kwi;02.sty;02.sie;mar.75;02.lut;02.cze;03.mar;02.lut;02.cze;03.maj;02.lut;lut.75;03.kwi;02.lut;lut.75;03.kwi;02.lut;lut.62;03.maj;sty.95;sty.75;01.wrz;01.wrz;sty.85;2;-0.25;01.sie;02.maj;-0.25;1.875;2.025;-0.25
I1;21.12.2003;Sampdoria;Modena;1;1;D;0;1;A;1.727;3;5;sty.75;3;5;sty.75;02.sie;04.sie;1.667;03.lut;5;01.sie;3;04.maj;01.sie;3;04.maj;sty.72;lut.87;5;02.maj;sty.65;02.maj;sty.75;02.maj;01.sie;-0.75;02.maj;01.sie;-0.75;02.sty;01.sie;-0.75
I1;21.12.2003;Siena;Bologna;0;0;D;0;0;D;1.909;02.wrz;4;sty.85;02.wrz;kwi.65;01.wrz;02.sie;4;01.sie;2.875;04.maj;sty.91;02.wrz;4;01.wrz;02.wrz;4;sty.83;lut.87;kwi.33;sty.95;sty.75;02.maj;sty.75;01.wrz;sty.95;-0.5;01.wrz;sty.95;-0.5;1.925;1.975;-0.5
I1;06.01.2004;Ancona;Parma;0;2;A;0;1;A;3;3;lut.25;02.wrz;3;02.mar;02.sie;02.wrz;02.mar;3;lut.88;lut.25;03.sty;03.sty;02.sty;03.sty;03.sty;02.sty;03.sty;lut.87;02.lut;sty.95;sty.75;;;;;;01.wrz;sty.95;0.25;;;
I1;06.01.2004;Bologna;Empoli;2;1;H;1;1;D;sty.61;03.lut;05.maj;sty.65;03.lut;maj.25;01.cze;03.mar;04.sie;sty.67;03.lut;5;sty.67;03.lut;5;sty.67;03.lut;5;sty.53;mar.25;6;2;sty.71;;;sty.85;2;-0.75;sty.85;2;-0.75;1.875;2.025;-0.75
I1;06.01.2004;Brescia;Siena;4;2;H;2;1;H;2;3;03.maj;02.lut;02.lip;03.maj;02.lut;02.cze;03.mar;2;02.sie;mar.75;02.sty;02.sie;03.maj;02.sty;02.sie;03.maj;2;lut.75;03.sie;2;sty.71;;;sty.85;2;-0.25;01.sie;02.maj;-0.25;1.875;2.025;-0.25
I1;06.01.2004;Inter;Lecce;3;1;H;0;1;A;01.lut;5;12;01.lut;05.maj;11;01.lut;5;10;sty.22;5;10;01.lut;maj.25;11;01.lut;maj.25;11;sty.16;05.maj;12;sty.55;lut.25;;;sty.95;01.wrz;-1.5;01.wrz;sty.95;-1.5;sty.95;sty.95;-1.5
I1;06.01.2004;Juventus;Perugia;1;0;H;1;0;H;01.lut;5;12;01.lut;05.maj;11;sty.25;04.maj;9;01.lut;5;11;01.lut;maj.25;11;01.lut;maj.25;11;01.lut;5;11;01.maj;lut.35;;;sty.85;2;-1.5;sty.85;2;-1.5;01.sie;02.sty;-1.5
I1;06.01.2004;Modena;Chievo;0;3;A;0;1;A;lut.25;3;3;02.mar;02.sie;mar.15;02.lut;02.sie;03.sty;lut.25;lut.88;3;lut.25;lut.88;03.sty;lut.25;lut.88;03.sty;02.mar;02.sie;3;lut.15;01.cze;;;02.maj;01.sie;-0.25;2;sty.85;-0.25;2;01.wrz;-0.25
I1;06.01.2004;Reggina;Lazio;2;1;H;0;1;A;03.maj;3;2;mar.25;lut.95;lut.15;03.lut;02.wrz;02.sty;03.kwi;3;2;mar.25;3;02.sty;mar.25;3;02.sty;03.sie;lut.75;2;01.wrz;sty.79;;;sty.85;2;0.25;sty.85;2;0.25;01.wrz;2;0.25
I1;06.01.2004;Roma;Milan;1;2;A;1;1;D;02.lut;3;03.maj;2;02.wrz;mar.75;2;02.sie;03.cze;2;3;03.kwi;02.sty;lut.88;03.maj;02.maj;lut.88;03.cze;02.sty;lut.87;03.mar;sty.95;sty.75;;;sty.95;01.wrz;-0.25;01.wrz;sty.95;-0.25;sty.95;sty.95;-0.25
I1;06.01.2004;Udinese;Sampdoria;0;1;A;0;0;D;01.wrz;3;4;2;02.sie;4;02.sty;02.lip;03.maj;sty.91;lut.88;4;2;lut.88;mar.75;2;lut.88;mar.75;2;lut.75;03.sie;2;sty.71;;;01.sie;02.maj;-0.25;;;;1.775;2.125;-0.25
I1;10.01.2004;Chievo;Udinese;0;0;D;0;0;D;02.sty;3;mar.25;lut.25;lut.95;03.sty;02.lut;02.wrz;3;02.sty;3;03.lut;02.sty;3;mar.25;02.sty;3;mar.25;02.sty;lut.87;03.mar;01.wrz;sty.79;01.wrz;01.wrz;sty.95;01.wrz;-0.25;01.wrz;sty.95;-0.25;sty.95;sty.95;-0.25
I1;10.01.2004;Parma;Inter;1;0;H;1;0;H;;;;mar.45;mar.15;2;03.sty;3;02.sty;3;03.lut;02.sty;03.maj;03.lut;sty.91;03.mar;03.lut;2;03.kwi;3;2;01.wrz;sty.79;;;sty.85;2;0.5;01.sie;02.maj;0.5;;;
I1;11.01.2004;Empoli;Ancona;2;0;H;0;0;D;01.sie;3;kwi.33;01.sie;03.sty;04.maj;sty.85;02.wrz;4;01.sie;03.lut;4;sty.83;3;04.lut;sty.83;3;04.lut;01.sie;02.wrz;04.maj;02.maj;sty.65;02.maj;sty.75;2;sty.85;-0.75;sty.95;01.wrz;-0.75;02.maj;sty.85;-0.75
I1;11.01.2004;Lazio;Brescia;0;1;A;0;1;A;01.maj;03.kwi;06.maj;sty.55;03.kwi;cze.25;01.maj;03.kwi;05.cze;01.maj;mar.25;06.maj;sty.53;03.maj;05.maj;sty.53;03.kwi;6;sty.44;03.maj;7;sty.75;sty.95;01.sie;2;sty.95;01.wrz;-0.75;sty.95;01.wrz;-0.75;sty.95;sty.95;-0.75
I1;11.01.2004;Lecce;Bologna;1;2;A;1;1;D;lut.25;3;3;lut.28;lut.85;mar.15;02.lut;02.lip;03.lut;lut.25;lut.75;03.lut;02.mar;02.sie;03.sty;02.mar;02.sie;03.sty;lut.25;lut.75;03.lut;02.maj;sty.65;02.sty;01.lip;02.maj;01.sie;-0.25;02.maj;01.sie;-0.25;02.maj;sty.85;-0.25
I1;11.01.2004;Milan;Reggina;3;1;H;1;1;D;sty.25;04.maj;11;sty.23;5;12;sty.22;04.sie;09.maj;sty.22;5;10;sty.25;kwi.75;10;sty.25;kwi.75;10;01.lut;5;11;sty.71;2;sty.75;02.maj;01.wrz;sty.95;-1.5;sty.95;01.wrz;-1.5;1.975;1.925;-1.5
I1;11.01.2004;Perugia;Roma;0;1;A;0;1;A;05.maj;3;sty.66;kwi.85;mar.15;sty.72;4;03.lut;sty.75;5;mar.25;sty.62;kwi.75;03.sty;sty.73;kwi.75;03.sty;sty.73;05.maj;02.wrz;sty.66;sty.79;01.wrz;sty.85;sty.95;02.maj;01.sie;0.5;2;sty.85;0.5;2.075;1.825;0.5
I1;11.01.2004;Sampdoria;Juventus;1;2;A;0;1;A;04.lut;03.sty;01.wrz;kwi.25;03.sty;sty.85;03.cze;3;01.wrz;4;03.lut;01.sie;mar.75;03.sty;sty.91;mar.75;03.sty;sty.91;04.lut;3;01.sie;01.wrz;sty.79;sty.95;sty.85;2;sty.85;0.5;01.wrz;sty.95;0.5;sty.95;sty.95;0.5
I1;11.01.2004;Siena;Modena;4;0;H;2;0;H;01.wrz;02.wrz;4;2;lut.85;4;2;02.lip;03.sie;01.sie;03.lut;4;2;lut.88;mar.75;2;lut.88;mar.75;01.wrz;3;mar.75;2;sty.71;lut.15;sty.66;2;sty.85;-0.5;02.maj;01.sie;-0.5;02.maj;sty.85;-0.5
I1;17.01.2004;Modena;Lazio;1;1;D;0;1;A;lut.87;03.lut;02.lut;03.sty;3;02.lut;02.lip;3;02.mar;lut.88;3;lut.25;3;3;lut.25;3;3;lut.25;03.lut;02.sie;02.lut;2;sty.71;02.maj;sty.75;sty.85;2;0.25;01.wrz;sty.95;0.25;01.wrz;2;0.25
I1;17.01.2004;Udinese;Parma;1;1;D;1;0;H;lut.25;03.sty;lut.87;02.mar;02.wrz;3;02.sty;02.wrz;03.lut;lut.25;3;lut.88;lut.25;3;3;lut.25;3;3;lut.37;02.wrz;02.sie;sty.95;sty.75;2;01.sie;02.maj;01.sie;-0.25;2;sty.85;-0.25;02.sty;01.sie;-0.25
I1;18.01.2004;Ancona;Perugia;0;0;D;0;0;D;lut.62;03.sty;02.kwi;lut.75;3;02.kwi;02.lip;02.sie;02.maj;lut.62;lut.88;02.maj;lut.62;03.sty;02.kwi;lut.62;03.sty;02.kwi;02.wrz;02.wrz;02.mar;02.maj;sty.65;02.maj;sty.75;01.sie;02.maj;0.25;sty.85;2;0.25;1.775;2.125;0.25
I1;18.01.2004;Bologna;Chievo;3;1;H;3;1;H;lut.25;lut.87;03.sty;02.mar;02.wrz;3;02.lut;02.lip;03.lut;02.lut;02.sie;03.lut;02.lut;lut.88;03.lut;02.lut;lut.88;03.lut;lut.25;02.sie;03.sty;sty.85;sty.85;sty.95;sty.85;02.maj;01.sie;-0.25;2;sty.85;-0.25;1.975;1.925;-0.25
I1;18.01.2004;Brescia;Milan;0;1;A;0;0;D;04.maj;03.lut;sty.83;04.maj;3;01.sie;4;02.sie;01.wrz;kwi.33;03.lut;sty.73;4;03.sty;sty.83;4;03.sty;sty.83;kwi.33;lut.87;sty.83;sty.85;sty.85;2;01.sie;02.maj;01.sie;0.5;sty.95;01.wrz;0.5;sty.95;sty.95;0.5
I1;18.01.2004;Inter;Empoli;0;1;A;0;0;D;01.lut;5;12;sty.17;05.maj;13;sty.17;05.lut;12;sty.17;05.maj;12;sty.18;05.maj;12;sty.18;05.maj;12;01.gru;6;15;sty.55;lut.25;sty.66;lut.15;01.sie;02.maj;-1.5;01.sie;02.maj;-1.5;1.825;2.075;-1.5
I1;18.01.2004;Juventus;Siena;4;2;H;2;0;H;sty.22;5;10;01.lut;05.sty;12;sty.25;04.maj;9;sty.25;04.maj;10;sty.22;5;10;sty.22;5;10;01.lut;5;11;sty.65;02.maj;sty.66;lut.15;01.wrz;sty.95;-1.5;01.wrz;sty.95;-1.5;1.925;1.975;-1.5
