Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
SP1;05.12.2004;Zaragoza;Espanol;0;1;A;0;1;A;02.lut;mar.25;02.sie;02.sty;03.lut;03.lut;02.lut;mar.25;mar.15;02.lut;3;02.wrz;02.sty;03.lut;3;02.lut;mar.25;3;02.sty;03.sty;03.sty;2;sty.71;02.maj;sty.75;01.wrz;01.wrz;-0.25;sty.92;sty.92;-0.25;sty.95;sty.95;-0.25
SP1;11.12.2004;Albacete;Barcelona;1;2;A;0;1;A;6;03.kwi;sty.61;maj.75;mar.55;sty.55;maj.75;03.kwi;sty.63;04.kwi;03.mar;sty.65;6;03.kwi;01.maj;05.maj;03.cze;sty.62;05.maj;03.mar;sty.57;sty.85;sty.85;2;sty.72;01.sie;2;1;01.sie;02.kwi;1;sty.85;02.maj;1
SP1;11.12.2004;Ath Bilbao;Ath Madrid;1;0;H;1;0;H;2;mar.25;mar.25;2;03.mar;mar.35;2;03.mar;03.cze;2;3;03.mar;01.sie;03.lut;4;2;mar.25;03.kwi;01.wrz;03.lut;03.maj;sty.95;sty.75;02.sty;sty.66;2;sty.72;-0.5;sty.96;sty.88;-0.5;2.025;1.875;-0.5
SP1;12.12.2004;Betis;Santander;2;1;H;1;0;H;sty.72;mar.25;kwi.33;sty.75;mar.35;04.mar;sty.77;03.mar;kwi.75;sty.75;03.lut;4;sty.67;mar.25;04.maj;sty.73;03.kwi;04.maj;01.lip;03.mar;kwi.33;01.wrz;sty.79;2;sty.72;sty.77;sty.95;-0.5;sty.74;02.sty;-0.5;sty.75;lut.15;-0.5
SP1;12.12.2004;Espanol;Mallorca;2;1;H;2;0;H;sty.66;03.kwi;04.maj;01.cze;03.maj;maj.25;01.lip;03.kwi;05.sty;01.lip;03.lut;04.lut;sty.62;mar.25;5;sty.67;03.kwi;04.sie;01.cze;03.kwi;04.sie;02.maj;sty.65;02.lut;sty.61;2;01.sie;-0.75;02.kwi;01.sie;-0.75;2.075;1.825;-0.75
SP1;12.12.2004;Getafe;Villarreal;1;2;A;0;1;A;lut.25;mar.25;lut.75;lut.25;mar.25;lut.85;02.mar;03.lut;3;02.mar;02.wrz;02.sie;02.sty;03.lut;3;lut.25;mar.25;lut.88;02.lut;03.sty;lut.87;2;sty.71;02.lut;sty.61;sty.75;02.maj;0;lut.14;01.lip;-0.25;1.825;2.075;0
SP1;12.12.2004;La Coruna;Sevilla;2;2;D;0;1;A;sty.83;03.sty;4;01.sie;mar.35;4;sty.95;03.mar;03.sie;sty.65;03.mar;04.kwi;sty.83;03.lut;mar.75;sty.83;03.mar;4;sty.83;03.lut;mar.75;sty.85;sty.85;2;sty.72;sty.95;sty.77;-0.5;2;sty.84;-0.5;02.maj;sty.85;-0.5
SP1;12.12.2004;Malaga;Levante;1;0;H;0;0;D;02.lut;03.sty;3;02.sty;mar.25;mar.15;lut.25;03.lut;03.sty;02.mar;3;02.lip;02.sty;03.lut;3;02.lut;03.lut;3;02.sty;03.lut;3;02.maj;sty.65;02.lut;sty.61;sty.95;sty.85;-0.25;01.wrz;sty.94;-0.25;sty.95;sty.95;-0.25
SP1;12.12.2004;Osasuna;Zaragoza;2;2;D;1;1;D;01.wrz;mar.25;03.maj;sty.75;mar.35;04.mar;sty.95;03.lut;4;sty.85;03.sty;03.cze;sty.73;03.lut;kwi.33;sty.91;mar.25;mar.75;01.sie;03.mar;mar.75;01.wrz;sty.79;02.sty;sty.66;sty.95;sty.78;-0.5;sty.98;sty.86;-0.5;2;01.wrz;-0.5
SP1;12.12.2004;Valencia;Numancia;1;0;H;1;0;H;sty.36;4;07.maj;01.mar;kwi.75;08.lut;sty.35;kwi.25;09.maj;sty.25;04.mar;09.maj;sty.33;4;8;sty.33;kwi.33;08.maj;sty.33;4;8;sty.79;01.wrz;sty.83;sty.83;01.wrz;sty.67;-1.5;02.sie;sty.76;-1.5;2.075;1.825;-1.5
SP1;18.12.2004;Barcelona;Valencia;1;1;D;0;0;D;sty.66;03.kwi;05.maj;sty.65;mar.45;kwi.85;01.lip;mar.35;maj.25;01.lip;03.lut;04.lut;sty.62;mar.25;5;sty.62;03.cze;05.maj;sty.61;03.mar;5;sty.85;sty.85;2;01.sie;sty.95;sty.85;-0.75;02.lut;sty.82;-0.75;sty.95;sty.95;-0.75
SP1;18.12.2004;Levante;Albacete;1;1;D;1;1;D;sty.83;mar.25;mar.75;01.wrz;03.mar;mar.65;sty.95;mar.25;03.wrz;sty.85;03.sty;03.cze;sty.91;03.lut;03.maj;sty.91;mar.25;mar.75;sty.83;03.lut;mar.75;02.maj;sty.65;02.mar;01.cze;sty.95;sty.77;-0.5;02.lut;sty.82;-0.5;02.maj;sty.85;-0.5
SP1;18.12.2004;Santander;Real Madrid;2;3;A;1;1;D;4;mar.25;01.wrz;4;mar.35;01.sie;4;mar.25;sty.91;03.cze;03.sty;sty.85;4;03.lut;01.sie;4;03.kwi;sty.85;03.maj;03.lut;01.wrz;2;sty.71;2;01.sie;sty.79;sty.91;0.5;2;sty.84;0.5;02.maj;sty.85;0.5
SP1;19.12.2004;Ath Madrid;La Coruna;1;0;H;1;0;H;02.lut;mar.25;02.sie;02.maj;mar.25;mar.25;lut.25;03.lut;03.sty;02.mar;02.sie;02.wrz;2;03.lut;03.lut;02.lut;mar.25;3;02.sty;03.lut;3;2;sty.71;02.sty;01.lip;sty.95;sty.85;-0.25;sty.96;sty.88;-0.25;02.maj;sty.85;-0.25
SP1;19.12.2004;Mallorca;Osasuna;1;2;A;0;2;A;02.lut;mar.25;02.sie;02.sty;03.mar;03.sty;02.lut;mar.25;mar.15;02.lut;02.wrz;3;02.lut;03.lut;02.sie;02.lut;mar.25;3;02.lut;03.sty;lut.87;sty.95;sty.75;02.sty;01.lip;01.sie;2;-0.25;sty.84;2;-0.25;01.sie;02.sty;-0.25
SP1;19.12.2004;Numancia;Espanol;0;0;D;0;0;D;02.sie;mar.25;02.lut;lut.85;mar.25;lut.25;3;mar.25;02.mar;02.lip;3;02.mar;02.sie;03.lut;02.lut;lut.88;mar.25;lut.25;lut.75;03.sty;02.mar;02.maj;sty.65;lut.25;sty.61;sty.85;sty.95;0.25;sty.84;2;0.25;sty.85;02.maj;0.25
SP1;19.12.2004;Sevilla;Betis;2;1;H;1;1;D;02.lut;3;03.sty;lut.25;mar.15;lut.95;lut.25;3;mar.35;02.maj;02.lip;02.sie;02.lut;3;3;02.lut;3;03.lut;02.lut;lut.75;mar.25;02.maj;sty.65;02.lut;sty.65;01.wrz;01.wrz;-0.25;;;;1.975;1.925;-0.25
SP1;19.12.2004;Sociedad;Getafe;1;1;D;0;0;D;sty.66;03.kwi;04.maj;sty.65;mar.45;kwi.85;sty.68;03.kwi;maj.25;01.cze;03.mar;04.sie;sty.62;mar.25;5;sty.67;03.kwi;5;sty.66;03.mar;04.maj;sty.95;sty.75;lut.15;sty.66;01.wrz;01.wrz;-0.75;sty.86;sty.98;-0.75;1.825;2.075;-0.75
SP1;19.12.2004;Villarreal;Malaga;3;0;H;1;0;H;sty.66;03.kwi;04.maj;01.lip;mar.35;04.kwi;01.lip;mar.35;maj.25;01.lip;03.lut;04.lut;sty.62;mar.25;5;sty.73;03.kwi;04.maj;sty.72;03.lut;kwi.33;lut.15;01.cze;02.lut;sty.65;sty.88;sty.92;-0.75;sty.88;sty.96;-0.75;1.825;2.075;-0.75
SP1;19.12.2004;Zaragoza;Ath Bilbao;0;2;A;0;0;D;2;mar.25;mar.25;2;03.mar;mar.35;2;mar.25;03.lip;02.sty;02.wrz;03.lut;sty.91;03.lut;03.maj;2;03.lut;03.maj;01.wrz;03.lut;03.maj;sty.95;sty.75;2;01.sie;2;sty.73;-0.5;02.kwi;01.sie;-0.5;02.sty;01.sie;-0.5
SP1;21.12.2004;Barcelona;Levante;2;1;H;1;0;H;01.lut;5;11;01.lut;6;10;sty.21;maj.75;13;01.lut;5;10;sty.22;5;10;01.lut;05.maj;12;sty.22;5;09.maj;sty.55;lut.25;;;sty.85;sty.95;-1.75;sty.92;sty.92;-1.75;sty.95;sty.95;-1.75
SP1;21.12.2004;Betis;Ath Madrid;1;0;H;1;0;H;01.wrz;mar.25;03.kwi;01.wrz;03.mar;mar.65;sty.91;mar.25;4;01.wrz;03.sty;03.maj;01.sie;03.lut;4;sty.91;03.lut;mar.75;sty.83;03.lut;mar.75;sty.95;sty.75;;;sty.95;sty.78;-0.5;sty.96;sty.88;-0.5;2.025;1.875;-0.5
SP1;22.12.2004;Albacete;Villarreal;2;2;D;1;2;A;lut.25;03.lut;lut.75;lut.45;mar.15;lut.65;lut.45;mar.25;lut.75;02.kwi;02.wrz;02.lip;lut.25;03.lut;lut.75;02.mar;03.lut;02.sie;lut.25;03.lut;lut.75;02.maj;sty.65;;;02.lut;01.cze;-0.25;02.sty;sty.74;-0.25;sty.85;02.maj;0
SP1;22.12.2004;Ath Bilbao;Mallorca;4;0;H;2;0;H;sty.61;mar.25;5;sty.65;mar.45;kwi.85;sty.65;03.kwi;05.maj;01.cze;03.kwi;04.cze;sty.62;mar.25;5;sty.57;03.maj;05.maj;sty.61;03.mar;5;01.wrz;01.sie;;;02.maj;01.lip;-1;sty.74;02.sty;-0.75;1.775;2.125;-0.75
SP1;22.12.2004;Getafe;Santander;2;0;H;2;0;H;02.lut;mar.25;lut.75;02.lut;mar.25;lut.95;02.lut;mar.25;mar.15;02.sty;3;03.sty;2;03.lut;03.lut;02.sty;03.lut;03.lut;02.sty;03.lut;3;sty.95;sty.75;;;01.wrz;01.wrz;-0.25;sty.94;01.wrz;-0.25;sty.95;sty.95;-0.25
SP1;22.12.2004;La Coruna;Zaragoza;2;3;A;0;1;A;sty.61;03.maj;04.maj;01.lip;03.kwi;kwi.55;01.lip;03.kwi;5;01.lip;03.lut;04.lut;sty.73;03.lut;kwi.33;sty.67;03.kwi;04.sie;sty.61;03.maj;04.maj;01.wrz;01.sie;;;sty.98;sty.82;-0.75;2;sty.84;-0.75;02.maj;sty.85;-0.75
SP1;22.12.2004;Malaga;Sociedad;1;5;A;1;1;D;lut.25;mar.25;02.lip;lut.25;mar.25;lut.85;lut.35;mar.25;02.wrz;02.mar;02.wrz;02.sie;lut.38;03.lut;02.cze;02.mar;03.lut;02.sie;lut.15;03.mar;02.sie;02.maj;sty.65;;;02.maj;sty.75;-0.25;02.lut;sty.82;-0.25;02.sty;01.sie;-0.25
SP1;22.12.2004;Osasuna;Numancia;2;0;H;0;0;D;01.maj;03.kwi;6;01.cze;03.maj;maj.25;sty.55;03.maj;cze.75;sty.55;03.kwi;5;01.maj;03.kwi;6;sty.53;03.maj;6;sty.53;03.maj;05.maj;sty.85;sty.85;;;01.wrz;01.wrz;-1;sty.92;sty.92;-1;sty.95;sty.95;-1
SP1;22.12.2004;Real Madrid;Sevilla;0;1;A;0;1;A;01.kwi;mar.75;7;sty.35;kwi.25;8;sty.41;4;08.maj;sty.45;03.cze;05.sie;01.kwi;mar.75;7;01.kwi;04.lut;8;01.kwi;03.cze;07.maj;sty.65;02.maj;;;2;01.sie;-1.25;2;sty.84;-1.25;02.maj;sty.85;-1.25
SP1;22.12.2004;Valencia;Espanol;3;0;H;1;0;H;sty.61;03.maj;04.maj;01.lip;03.mar;kwi.75;01.lip;03.kwi;5;01.lip;03.lut;04.lut;sty.73;03.lut;kwi.33;sty.67;03.kwi;04.sie;01.lip;03.kwi;04.lut;02.maj;sty.65;;;2;01.sie;-0.75;02.kwi;01.sie;-0.75;2.075;1.825;-0.75
SP1;05.01.2005;Real Madrid;Sociedad;2;1;H;1;0;H;sty.36;4;07.maj;01.mar;kwi.75;08.lut;sty.35;kwi.25;09.maj;sty.35;4;7;sty.36;mar.75;8;sty.36;04.lut;8;sty.33;4;8;sty.65;02.maj;sty.66;02.sty;01.wrz;sty.67;-1.5;sty.96;sty.88;-1.25;2;01.wrz;-1.25
SP1;08.01.2005;Numancia;Ath Bilbao;1;1;D;0;1;A;02.cze;03.lut;02.kwi;02.lip;03.lut;02.kwi;lut.85;03.lut;02.kwi;02.lip;02.wrz;02.kwi;lut.75;03.lut;lut.25;02.sie;mar.25;02.mar;02.maj;03.sty;02.maj;2;sty.71;lut.25;sty.61;01.sie;2;0.25;sty.84;2;0.25;sty.85;2.049;0.25
SP1;08.01.2005;Sevilla;Getafe;0;0;D;0;0;D;sty.44;mar.75;06.maj;01.kwi;4;lip.25;sty.45;03.sie;8;sty.45;03.sie;05.kwi;01.kwi;mar.75;7;sty.44;mar.75;7;sty.44;03.cze;06.maj;01.wrz;sty.79;2;01.sie;2;01.sie;-1.25;02.cze;sty.78;-1.25;2.024;1.875;-1.25
SP1;08.01.2005;Valencia;Levante;2;1;H;0;0;D;01.kwi;4;9;01.kwi;4;lip.25;01.kwi;4;9;sty.35;4;7;sty.36;mar.75;8;01.kwi;04.lut;8;01.kwi;03.cze;07.maj;sty.85;sty.85;sty.95;sty.85;2;01.sie;-1.25;02.lut;sty.82;-1.25;2.075;1.825;-1.25
SP1;09.01.2005;Ath Madrid;Real Madrid;0;3;A;0;1;A;03.sty;mar.25;lut.25;3;03.lut;02.lut;3;03.lut;02.mar;03.mar;3;2;lut.75;3;lut.38;03.sty;03.lut;lut.25;3;lut.87;lut.25;sty.85;sty.85;02.sty;01.lip;01.wrz;01.wrz;0.25;sty.92;sty.92;0.25;sty.95;1.899;0.25
SP1;09.01.2005;Espanol;Osasuna;4;1;H;3;1;H;01.wrz;mar.25;03.maj;sty.85;03.lut;4;2;03.lut;mar.75;2;02.wrz;03.kwi;sty.83;03.lut;mar.75;sty.91;03.lut;mar.75;sty.83;03.lut;mar.75;02.maj;sty.65;lut.15;sty.66;2;sty.73;-0.5;02.sty;sty.74;-0.5;02.sty;01.sie;-0.5
SP1;09.01.2005;Mallorca;La Coruna;2;2;D;0;0;D;lut.75;3;lut.37;mar.35;03.mar;2;02.wrz;03.lut;lut.38;02.wrz;3;02.lut;02.cze;03.lut;lut.38;3;3;02.mar;lut.62;03.sty;lut.37;sty.85;sty.85;02.maj;sty.75;01.sie;2;-0.5;01.sie;02.kwi;0.25;01.sie;02.sty;0.25
SP1;09.01.2005;Santander;Malaga;2;1;H;2;0;H;sty.83;03.lut;mar.75;sty.95;03.lut;mar.65;sty.85;03.mar;kwi.25;sty.85;03.sty;03.cze;01.sie;03.lut;4;sty.91;03.lut;mar.75;sty.83;03.lut;mar.75;2;sty.71;lut.25;sty.61;sty.85;sty.86;-0.5;01.wrz;sty.94;-0.5;1.899;2;-0.5
SP1;09.01.2005;Sociedad;Albacete;0;2;A;0;1;A;sty.66;03.kwi;04.maj;01.lip;03.mar;kwi.75;sty.73;mar.35;5;01.lip;03.lut;04.lut;sty.67;mar.25;04.maj;sty.67;03.kwi;kwi.75;sty.66;03.mar;04.maj;sty.95;sty.75;02.sty;01.lip;01.wrz;01.wrz;-0.75;2;sty.84;-0.75;2;1.899;-0.75
SP1;09.01.2005;Villarreal;Barcelona;3;0;H;1;0;H;4;mar.25;01.wrz;04.sty;03.mar;01.sie;mar.75;03.lut;2;03.maj;03.sty;01.wrz;kwi.33;03.lut;sty.73;04.lut;03.kwi;sty.83;4;03.sty;01.sie;02.maj;sty.65;02.maj;sty.75;sty.73;2;0.5;sty.82;02.lut;0.5;01.sie;02.sty;0.5
SP1;09.01.2005;Zaragoza;Betis;1;0;H;1;0;H;02.lut;mar.25;02.sie;02.mar;03.lut;02.sie;lut.25;03.lut;03.sty;02.lut;02.wrz;3;02.sty;03.lut;3;lut.25;03.lut;02.wrz;02.lut;03.sty;lut.87;sty.95;sty.75;02.maj;sty.75;sty.95;sty.85;-0.25;sty.96;sty.88;-0.25;2;1.899;-0.25
SP1;15.01.2005;Getafe;Ath Madrid;1;1;D;0;1;A;lut.37;03.lut;lut.62;02.lip;03.lut;02.kwi;02.cze;03.lut;02.cze;02.kwi;3;02.cze;lut.25;03.lut;lut.75;02.maj;03.lut;02.cze;lut.37;03.sty;lut.62;02.maj;sty.65;lut.25;sty.61;sty.95;sty.85;0;sty.96;sty.88;0;1.975;1.925;0
SP1;15.01.2005;Malaga;Sevilla;1;0;H;0;0;D;3;03.sty;lut.37;lut.55;mar.15;lut.55;02.wrz;mar.15;02.kwi;02.cze;3;02.kwi;lut.75;03.lut;lut.25;02.wrz;03.sty;02.kwi;02.lip;3;lut.37;02.maj;sty.65;02.lut;sty.65;02.maj;sty.75;0;02.gru;sty.72;0;02.sty;01.sie;0
SP1;16.01.2005;Albacete;Santander;0;0;D;0;0;D;2;mar.25;mar.25;02.sty;mar.25;mar.15;02.maj;03.lut;mar.55;01.wrz;3;03.cze;sty.91;03.lut;03.maj;2;03.lut;03.maj;01.wrz;03.sty;03.cze;02.maj;sty.65;lut.25;sty.61;sty.75;02.maj;-0.25;sty.72;02.gru;-0.25;sty.75;2.149;-0.25
SP1;16.01.2005;Ath Bilbao;Espanol;1;1;D;1;1;D;2;mar.25;mar.25;01.wrz;03.mar;mar.65;2;03.lut;mar.75;2;3;03.mar;sty.83;03.lut;mar.75;sty.91;mar.25;mar.75;01.wrz;03.sty;03.cze;2;sty.71;02.lut;sty.65;2;sty.73;-0.5;sty.94;01.wrz;-0.5;2;1.899;-0.5
SP1;16.01.2005;Barcelona;Sociedad;1;0;H;0;0;D;sty.33;04.maj;09.maj;01.mar;kwi.75;08.lut;sty.35;04.maj;08.maj;sty.33;4;07.maj;sty.36;mar.75;8;sty.33;04.maj;9;sty.33;4;8;sty.65;02.maj;01.sie;2;01.wrz;sty.67;-1.5;sty.76;02.sie;-1.25;01.sie;02.sty;-1.25
SP1;16.01.2005;Betis;Mallorca;2;0;H;1;0;H;sty.57;03.kwi;05.maj;01.cze;03.maj;maj.25;sty.66;03.kwi;05.maj;01.cze;03.mar;04.sie;sty.53;03.maj;05.maj;sty.62;03.maj;5;sty.57;03.mar;05.maj;sty.85;sty.85;2;01.sie;sty.85;sty.95;-0.75;sty.88;sty.96;-0.75;sty.95;sty.95;-0.75
SP1;16.01.2005;La Coruna;Numancia;1;1;D;0;0;D;sty.44;mar.75;06.maj;01.kwi;4;lip.25;sty.44;4;07.maj;01.kwi;03.lip;06.maj;sty.44;03.cze;06.maj;01.kwi;4;07.maj;sty.44;03.cze;06.maj;sty.85;sty.85;sty.95;sty.85;2;01.sie;-1.25;02.lut;sty.82;-1.25;2.049;sty.85;-1.25
SP1;16.01.2005;Levante;Villarreal;2;4;A;0;2;A;02.kwi;03.lut;02.mar;lut.35;03.lut;lut.75;02.kwi;03.lut;lut.85;lut.55;02.wrz;lut.55;02.maj;lut.88;lut.62;02.kwi;03.sty;02.sie;lut.37;03.sty;lut.62;02.maj;sty.65;lut.35;sty.57;01.sie;2;0;sty.82;02.lut;0;sty.85;2.049;0
SP1;16.01.2005;Osasuna;Valencia;0;0;D;0;0;D;02.lip;03.lut;02.mar;02.sie;03.lut;02.mar;lut.95;03.lut;lut.35;3;02.wrz;02.lut;02.cze;03.lut;lut.38;02.wrz;03.lut;lut.25;02.cze;03.sty;02.kwi;2;sty.71;02.lut;sty.65;01.sie;2;0.25;sty.84;2;0.25;1.899;2;0.25
SP1;16.01.2005;Real Madrid;Zaragoza;3;1;H;1;1;D;sty.36;04.maj;8;01.mar;kwi.75;08.lut;sty.35;04.maj;08.maj;01.mar;04.lut;8;sty.36;mar.75;8;sty.33;04.maj;9;01.mar;kwi.33;8;01.cze;lut.15;01.sie;2;01.wrz;sty.67;-1.5;sty.76;02.sie;-1.25;1.774;2.125;-1.25
SP1;22.01.2005;Ath Bilbao;Osasuna;4;3;H;0;1;A;sty.83;mar.25;mar.75;sty.85;03.mar;mar.85;sty.87;03.mar;kwi.15;2;3;03.mar;01.sie;03.lut;4;sty.85;mar.25;4;01.sie;03.sty;4;sty.79;01.wrz;2;01.sie;sty.87;sty.84;-0.5;sty.88;sty.96;-0.5;1.899;2;-0.5
SP1;22.01.2005;Barcelona;Santander;3;0;H;1;0;H;sty.25;05.maj;10;sty.25;maj.25;9;sty.25;maj.25;11.maj;sty.22;04.sie;09.maj;sty.25;04.maj;10;sty.22;05.maj;12;01.lut;5;11;01.cze;lut.15;sty.65;02.lut;2;01.sie;-1.75;02.sie;sty.76;-1.75;02.sty;01.sie;-1.75
SP1;23.01.2005;Albacete;Sevilla;0;2;A;0;2;A;02.kwi;03.sty;lut.62;02.maj;mar.15;02.cze;02.cze;03.lut;02.cze;02.maj;02.wrz;02.cze;02.cze;03.lut;lut.38;02.cze;3;02.cze;02.maj;02.wrz;lut.62;02.maj;sty.65;lut.25;sty.61;sty.85;sty.95;0;sty.88;sty.96;0;1.899;2;0
SP1;23.01.2005;Betis;Numancia;4;0;H;3;0;H;sty.44;mar.75;06.maj;01.maj;03.cze;06.kwi;01.maj;03.lip;7;sty.45;03.cze;05.sie;sty.33;4;8;sty.44;mar.75;7;01.kwi;03.cze;07.maj;sty.95;sty.75;02.maj;sty.75;01.sie;2;-1;sty.82;02.lut;-1;01.sie;02.sty;-1
SP1;23.01.2005;Getafe;Zaragoza;3;0;H;3;0;H;lut.25;03.lut;02.sie;02.mar;03.lut;02.sie;lut.35;mar.25;02.wrz;02.lut;3;02.wrz;lut.25;3;lut.88;02.mar;03.lut;02.sie;lut.15;03.lut;02.wrz;2;sty.71;02.sty;01.lip;sty.75;02.maj;0;sty.76;02.sie;0;02.sty;01.sie;-0.25
SP1;23.01.2005;La Coruna;Espanol;4;1;H;2;1;H;2;mar.25;mar.25;02.sty;mar.25;mar.15;02.lut;03.lut;03.lut;01.sie;03.sty;03.sie;lut.25;3;lut.88;2;mar.25;03.kwi;02.lut;3;3;2;sty.71;02.maj;sty.75;01.sie;2;-0.25;sty.84;2;-0.25;2;1.899;-0.25
SP1;23.01.2005;Levante;Sociedad;2;1;H;1;0;H;lut.25;03.lut;02.sie;02.mar;03.lut;02.sie;02.kwi;03.lut;lut.85;02.lut;3;02.wrz;lut.38;03.lut;02.cze;02.mar;03.lut;02.sie;02.mar;03.sty;lut.75;sty.95;sty.75;02.maj;sty.75;01.sie;2;0;sty.76;02.sie;0;01.sie;02.sty;0
SP1;23.01.2005;Malaga;Ath Madrid;1;0;H;0;0;D;lut.37;03.lut;02.cze;02.kwi;03.lut;02.lip;lut.45;03.lut;02.sie;02.mar;02.wrz;02.sie;lut.38;03.lut;02.cze;lut.38;03.lut;lut.75;lut.25;03.lut;lut.75;2;sty.65;02.mar;01.cze;sty.85;sty.95;0;sty.86;sty.98;0;sty.85;2.049;0
SP1;23.01.2005;Real Madrid;Mallorca;3;1;H;1;1;D;sty.22;6;11;01.lut;6;10;sty.22;maj.75;12;sty.22;04.sie;09.maj;01.lut;5;11;01.lut;6;12;01.lut;05.maj;9;01.cze;lut.15;sty.65;02.lut;01.sie;2;-1.5;sty.82;02.lut;-1.5;sty.85;2.049;-1.5
SP1;23.01.2005;Villarreal;Valencia;3;1;H;2;0;H;02.kwi;03.sty;lut.62;02.maj;mar.15;02.cze;02.cze;03.lut;02.cze;02.maj;3;02.maj;lut.38;3;lut.75;02.maj;03.lut;02.cze;lut.37;3;02.lip;02.maj;sty.65;02.kwi;sty.53;sty.75;02.maj;0;sty.74;02.sty;0;sty.75;2.149;0
SP1;29.01.2005;Ath Madrid;Albacete;3;1;H;3;1;H;sty.61;mar.39;5;sty.65;mar.45;kwi.85;sty.67;mar.45;maj.25;01.cze;03.mar;04.sie;1.615;mar.25;5;1.533;03.cze;6;sty.67;mar.45;maj.25;;;02.mar;01.cze;;;;01.wrz;sty.94;-0.75;1.925;1.975;-0.75
SP1;29.01.2005;Sevilla;Barcelona;0;4;A;0;0;D;3;mar.25;lut.29;lut.85;mar.25;lut.25;3;mar.25;02.mar;02.lip;3;02.mar;02.sie;03.lut;02.lut;3;03.lut;02.mar;3;mar.25;02.mar;;;02.lut;sty.65;;;;sty.86;sty.98;0.25;01.sie;02.sty;0.25
SP1;30.01.2005;Espanol;Betis;2;2;D;1;0;H;02.sty;03.lut;03.sty;2;03.mar;mar.35;02.sty;03.mar;mar.35;2;3;03.mar;1.909;03.lut;03.maj;02.maj;mar.25;mar.25;02.sty;03.mar;mar.35;;;02.lut;sty.65;;;;01.lip;lut.14;-0.25;1.774;2.125;-0.25
SP1;30.01.2005;Mallorca;Getafe;3;1;H;2;1;H;2;3;03.maj;02.maj;mar.25;mar.25;2;mar.25;03.lip;02.sty;02.wrz;03.lut;2;03.lut;03.lut;2;03.lut;03.kwi;2;mar.25;03.lip;;;lut.15;sty.66;;;;01.lip;lut.14;-0.25;sty.75;2.149;-0.25
SP1;30.01.2005;Numancia;Real Madrid;1;2;A;0;0;D;6;03.maj;01.maj;maj.75;mar.55;sty.55;06.lut;03.cze;sty.57;04.sie;03.mar;01.cze;05.maj;mar.25;1.571;6;03.cze;1.533;06.lut;03.cze;sty.57;;;01.wrz;01.wrz;;;;02.cze;sty.78;1;2.024;1.875;1
SP1;30.01.2005;Osasuna;La Coruna;1;1;D;0;0;D;lut.37;03.lut;02.cze;02.mar;03.lut;02.sie;02.kwi;03.lut;lut.85;02.kwi;02.wrz;02.lip;02.lut;03.lut;02.sie;02.mar;mar.25;02.sie;02.kwi;03.lut;lut.85;;;02.lut;sty.65;;;;sty.74;02.sty;0;2.125;1.774;-0.25
SP1;30.01.2005;Santander;Levante;2;2;D;1;0;H;02.sty;03.sty;03.lut;2;03.mar;mar.35;lut.15;mar.25;mar.25;2;3;03.mar;02.sty;03.lut;3;02.sty;03.lut;03.lut;lut.15;mar.25;mar.25;;;lut.15;sty.66;;;;sty.84;2;-0.25;1.875;2.024;-0.25
SP1;30.01.2005;Sociedad;Villarreal;0;4;A;0;0;D;02.maj;03.lut;02.maj;lut.45;mar.15;lut.65;02.maj;mar.25;02.lip;02.kwi;02.wrz;02.lip;02.maj;03.lut;02.maj;02.kwi;03.lut;02.lip;02.maj;mar.25;02.lip;;;lut.15;sty.66;;;;01.lip;lut.14;0;01.sie;02.sty;0
SP1;30.01.2005;Valencia;Ath Bilbao;2;2;D;0;1;A;sty.66;03.lut;5;01.cze;03.maj;maj.25;sty.67;mar.45;maj.25;01.maj;03.maj;05.kwi;1.615;mar.25;5;1.615;03.maj;5;sty.67;mar.45;maj.25;;;02.lut;sty.65;;;;01.lip;lut.14;-0.75;1.825;2.075;-0.75
SP1;30.01.2005;Zaragoza;Malaga;1;0;H;1;0;H;sty.72;mar.25;kwi.33;01.sie;mar.35;4;sty.83;mar.35;kwi.25;sty.75;03.sty;04.lut;1.727;03.lut;4.333;01.sie;mar.25;04.lut;sty.83;mar.35;kwi.25;;;02.lut;sty.65;;;;01.sie;02.kwi;-0.5;01.sie;02.sty;-0.5
SP1;05.02.2005;Real Madrid;Espanol;4;0;H;2;0;H;01.kwi;4;9;01.kwi;4;lip.25;01.kwi;04.lut;8;sty.35;4;7;01.kwi;mar.75;7;01.kwi;04.lut;8;sty.36;mar.75;8;01.cze;lut.15;01.sie;2;01.wrz;01.wrz;-1.25;01.wrz;sty.94;-1.25;sty.95;sty.95;-1.25
SP1;05.02.2005;Sociedad;Valencia;3;3;D;1;1;D;lut.63;03.lut;lut.38;lut.95;mar.25;02.lut;lut.85;03.lut;02.kwi;02.lip;02.wrz;02.kwi;lut.75;03.lut;lut.25;lut.88;03.lut;02.mar;lut.75;03.lut;lut.25;2;sty.71;02.mar;01.cze;sty.85;sty.95;0.25;sty.86;sty.98;0.25;1.875;2.024;0.25
