Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
SP1;15.05.2005;Mallorca;Ath Bilbao;4;3;H;1;2;A;2;03.lut;mar.25;2;mar.25;03.kwi;2;03.kwi;03.mar;02.sty;3;03.sty;sty.91;03.maj;03.lut;2;03.kwi;mar.25;2;03.kwi;3;sty.85;sty.85;sty.85;sty.95;2;sty.67;-0.5;;;;sty.75;lut.15;-0.25
SP1;15.05.2005;Numancia;Osasuna;2;2;D;1;2;A;02.kwi;03.lut;02.maj;lut.65;mar.15;lut.45;02.maj;03.lut;02.cze;02.lut;03.sty;02.sie;02.kwi;mar.25;02.maj;02.maj;03.lut;02.cze;lut.25;03.mar;lut.62;2;sty.71;lut.15;sty.66;01.wrz;01.wrz;0;;;;1.925;1.975;0
SP1;15.05.2005;Santander;Getafe;2;1;H;2;0;H;sty.66;mar.25;04.maj;sty.75;mar.35;04.mar;01.lip;03.kwi;kwi.65;01.cze;03.kwi;04.cze;sty.73;03.kwi;4;sty.67;03.kwi;kwi.75;sty.66;03.kwi;kwi.33;sty.95;sty.66;02.maj;sty.75;01.wrz;01.wrz;-0.75;;;;1.925;1.975;-0.75
SP1;15.05.2005;Sociedad;Malaga;1;3;A;0;1;A;sty.83;03.lut;mar.75;01.sie;mar.35;4;sty.85;03.mar;4;01.sie;03.sty;03.sie;01.sie;mar.25;mar.75;sty.85;mar.25;4;01.sie;03.mar;mar.75;sty.95;sty.75;02.maj;sty.75;sty.85;sty.81;-0.5;;;;01.wrz;2;-0.5
SP1;15.05.2005;Villarreal;Albacete;1;0;H;0;0;D;sty.28;kwi.33;08.maj;01.mar;kwi.75;08.lut;sty.25;5;11;sty.15;6;12;sty.17;05.maj;12;sty.25;5;10;sty.22;5;09.maj;sty.65;02.maj;sty.85;sty.95;;;;;;;1.875;2.025;-1.5
SP1;15.05.2005;Zaragoza;La Coruna;2;2;D;0;2;A;02.lut;3;3;2;03.mar;mar.35;02.lut;03.lut;03.maj;02.sty;03.lut;02.wrz;sty.83;03.lut;mar.75;02.lut;03.lut;3;2;03.lut;03.lut;sty.95;sty.71;2;01.sie;sty.85;sty.95;-0.25;;;;1.875;2.025;-0.25
SP1;21.05.2005;Betis;Zaragoza;3;2;H;0;1;A;sty.36;4;7;01.kwi;4;lip.25;sty.45;mar.75;7;sty.45;03.cze;05.sie;01.maj;03.kwi;6;sty.44;mar.75;7;sty.44;mar.75;6;sty.71;sty.95;sty.66;lut.15;sty.45;lut.44;-0.5;;;;01.wrz;2;-1.25
SP1;21.05.2005;Real Madrid;Ath Madrid;0;0;D;0;0;D;sty.53;03.maj;7;sty.45;mar.75;7;sty.45;mar.75;7;sty.45;03.cze;05.sie;sty.44;03.cze;06.maj;01.maj;4;6;01.maj;03.kwi;6;sty.65;2;sty.65;02.lut;sty.45;lut.44;-0.5;2;sty.84;-1;2.025;1.875;-1
SP1;22.05.2005;Albacete;Sociedad;2;2;D;2;0;H;02.mar;03.lut;lut.62;02.mar;03.lut;02.sie;lut.35;mar.25;02.lip;02.mar;03.sty;02.cze;lut.25;03.lut;lut.75;02.kwi;03.lut;02.lip;lut.37;03.sty;lut.62;sty.85;sty.85;01.wrz;01.wrz;lut.35;sty.47;-0.5;;;;2.175;1.725;-0.25
SP1;22.05.2005;Ath Bilbao;Numancia;0;2;A;0;1;A;01.kwi;03.cze;07.maj;01.mar;kwi.75;08.lut;sty.33;04.maj;8;01.mar;04.lut;8;sty.36;mar.75;8;sty.33;04.cze;07.maj;01.mar;kwi.33;8;01.cze;02.sty;01.lip;02.sty;;;;;;;1.775;2.125;-1.25
SP1;22.05.2005;Barcelona;Villarreal;3;3;D;2;2;D;01.wrz;03.maj;mar.75;01.wrz;03.mar;mar.65;01.sie;mar.35;4;sty.75;03.sty;04.lut;01.sie;03.maj;03.maj;sty.85;03.maj;4;sty.83;03.kwi;03.maj;sty.65;02.maj;sty.66;lut.15;01.sie;sty.82;-0.5;;;;02.maj;sty.85;-0.5
SP1;22.05.2005;Getafe;Sevilla;0;0;D;0;0;D;4;03.kwi;sty.72;4;mar.35;01.sie;4;03.kwi;sty.75;03.maj;03.sty;01.wrz;03.maj;03.maj;01.sie;4;03.kwi;01.sie;mar.75;03.mar;01.sie;01.sie;01.sie;sty.85;sty.95;sty.84;sty.75;0.5;;;;01.wrz;2;0.75
SP1;22.05.2005;La Coruna;Mallorca;0;3;A;0;2;A;lut.37;mar.25;02.cze;lut.45;03.kwi;lut.55;02.mar;03.kwi;02.cze;02.lut;3;02.wrz;lut.25;03.maj;02.maj;02.kwi;03.maj;02.maj;lut.37;03.maj;lut.37;sty.71;sty.95;01.sie;2;02.mar;sty.47;-0.5;;;;1.975;1.925;0
SP1;22.05.2005;Levante;Valencia;0;0;D;0;0;D;02.cze;mar.25;lut.37;03.maj;mar.35;02.sty;02.sie;03.mar;lut.25;02.lip;03.lut;02.lut;02.cze;03.lut;lut.38;lut.88;03.kwi;02.lut;02.sie;03.lut;02.lut;01.wrz;sty.75;2;01.sie;sty.51;lut.25;0.5;sty.78;02.cze;0.25;01.sie;02.sty;0.25
SP1;22.05.2005;Malaga;Santander;2;0;H;1;0;H;2;3;03.maj;01.wrz;03.mar;mar.65;2;03.sty;03.cze;2;02.wrz;03.kwi;sty.91;03.lut;03.maj;2;03.lut;03.maj;sty.83;3;4;sty.85;sty.74;01.wrz;01.wrz;2;sty.67;-0.5;;;;2;01.wrz;-0.5
SP1;22.05.2005;Osasuna;Espanol;1;1;D;1;1;D;03.lut;03.lut;2;lut.85;mar.25;lut.25;02.sie;03.mar;lut.25;02.wrz;3;02.lut;lut.75;mar.25;02.lut;03.lut;mar.25;02.sty;3;03.lut;02.sty;sty.83;sty.83;sty.85;sty.95;sty.51;lut.25;0.5;;;;1.975;1.925;0.25
SP1;29.05.2005;Ath Madrid;Getafe;2;2;D;0;1;A;sty.72;03.kwi;4;01.lip;03.kwi;kwi.55;sty.72;mar.35;04.maj;sty.85;03.sty;03.cze;01.sie;03.lut;4;sty.75;03.kwi;04.lut;sty.72;mar.25;04.lut;sty.85;sty.85;sty.85;sty.95;sty.72;sty.92;-0.5;;;;02.sty;01.sie;-0.5
SP1;29.05.2005;Espanol;Ath Bilbao;2;0;H;1;0;H;sty.57;03.maj;5;sty.57;03.kwi;maj.85;sty.55;03.cze;05.maj;01.maj;03.maj;05.kwi;01.maj;03.kwi;6;sty.57;03.kwi;6;sty.44;03.cze;06.maj;sty.71;2;01.lip;02.sty;sty.55;lut.18;-0.5;;;;02.maj;sty.85;-0.75
SP1;29.05.2005;Mallorca;Betis;1;1;D;0;0;D;02.mar;mar.25;02.cze;lut.35;mar.25;02.lip;02.kwi;03.kwi;lut.55;02.mar;03.lut;02.maj;02.maj;mar.25;02.kwi;02.kwi;03.kwi;02.lip;lut.37;03.sty;lut.62;sty.71;2;01.cze;lut.25;02.kwi;sty.46;-0.5;;;;1.925;1.975;0
SP1;29.05.2005;Numancia;La Coruna;1;1;D;0;0;D;02.maj;mar.25;02.kwi;02.lip;mar.25;lut.35;lut.65;mar.25;02.kwi;02.mar;3;02.lip;lut.25;03.lut;lut.75;02.cze;03.lut;02.maj;02.kwi;mar.25;02.maj;sty.79;01.wrz;sty.85;sty.95;sty.46;02.kwi;0.5;;;;sty.95;sty.95;0
SP1;29.05.2005;Santander;Albacete;1;0;H;1;0;H;sty.72;mar.25;kwi.33;01.lip;03.kwi;kwi.55;sty.72;mar.35;04.maj;01.lip;03.sty;04.kwi;sty.73;03.lut;kwi.33;sty.75;03.kwi;04.lut;sty.61;03.kwi;04.sie;sty.79;01.wrz;01.sie;2;sty.72;sty.92;-0.5;;;;2.075;1.825;-0.75
SP1;29.05.2005;Sevilla;Malaga;0;2;A;0;0;D;sty.33;kwi.33;07.maj;sty.32;04.maj;8;sty.35;kwi.25;8;01.kwi;03.lip;06.maj;sty.29;04.maj;8;sty.36;kwi.33;07.maj;01.mar;04.maj;07.maj;sty.79;01.wrz;sty.85;sty.95;;;;;;;sty.95;sty.95;-1
SP1;29.05.2005;Sociedad;Barcelona;0;0;D;0;0;D;02.sie;03.lut;02.lut;03.maj;03.mar;sty.95;mar.15;mar.25;02.sty;02.sie;03.sty;02.lut;03.lut;03.lut;2;03.sty;03.mar;02.sty;lut.87;03.lut;lut.15;sty.65;02.maj;;;01.cze;02.sty;0.5;;;;01.sie;02.sty;0.25
SP1;29.05.2005;Valencia;Osasuna;1;0;H;0;0;D;sty.33;kwi.33;07.maj;01.mar;04.maj;9;sty.35;kwi.25;8;sty.45;03.cze;05.sie;01.mar;kwi.33;8;sty.33;04.maj;8;01.mar;kwi.33;8;sty.79;01.wrz;01.sie;2;sty.35;lut.78;-0.5;;;;02.maj;sty.85;-1.25
SP1;29.05.2005;Villarreal;Levante;4;1;H;2;1;H;sty.44;4;05.maj;01.kwi;4;lip.25;sty.45;03.wrz;06.maj;sty.45;03.cze;05.sie;sty.36;4;7;sty.44;kwi.33;05.maj;01.kwi;mar.75;7;sty.71;2;sty.75;02.maj;sty.45;lut.44;-0.5;;;;sty.85;02.maj;-1
SP1;29.05.2005;Zaragoza;Real Madrid;1;3;A;1;1;D;lut.62;03.lut;lut.37;lut.95;mar.25;02.lut;02.sie;mar.25;02.mar;02.maj;03.sty;02.kwi;02.sie;03.lut;02.lut;02.sie;03.mar;lut.25;lut.62;03.sty;lut.37;01.cze;lut.15;;;01.maj;02.mar;0.5;;;;lut.15;sty.75;0
