Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;Attendance;Referee;HS;AS;HST;AST;HHW;AHW;HC;AC;HF;AF;HO;AO;HY;AY;HR;AR;HBP;ABP;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA
D1;11.08.2000;Dortmund;Hansa Rostock;1;0;H;0;0;D;61000;J?rg Kessler ;17;5;7;2;0;0;7;3;25;19;4;8;1;5;0;0;10;50;01.maj;03.kwi;5;sty.45;03.maj;5;;;;01.maj;03.maj;6;sty.44;03.cze;06.maj
D1;12.08.2000;Bayern Munich;Hertha;4;1;H;1;0;H;57000;Markus Merk ;14;11;6;5;1;0;4;9;13;12;3;3;1;0;0;0;10;0;01.mar;04.maj;6;sty.45;03.maj;5;;;;01.kwi;mar.75;7;sty.44;03.cze;06.maj
D1;12.08.2000;Freiburg;Stuttgart;4;0;H;2;0;H;22500;Helmut Krug ;15;18;7;5;0;0;4;7;22;17;0;0;1;1;0;0;10;10;02.kwi;03.sty;02.maj;02.mar;02.wrz;02.maj;;;;02.cze;mar.25;lut.38;02.kwi;03.lut;02.maj
D1;12.08.2000;Hamburg;Munich 1860;2;2;D;2;2;D;35000;Herbert Fandel ;18;9;5;7;1;0;5;3;0;0;0;0;2;2;0;1;20;45;01.sie;03.mar;03.sie;01.sie;3;03.maj;;;;sty.75;03.mar;4;sty.66;03.mar;04.maj
D1;12.08.2000;Kaiserslautern;Bochum;0;1;A;0;0;D;38000;Helmut Fleischer ;11;5;2;2;0;0;5;5;9;8;0;0;1;0;0;0;10;0;01.maj;03.kwi;04.cze;sty.45;03.maj;5;;;;sty.44;03.sie;6;01.maj;03.cze;05.maj
D1;12.08.2000;Leverkusen;Wolfsburg;2;0;H;2;0;H;22500;Edgar Steinborn ;18;5;5;5;0;0;6;4;25;22;0;0;0;2;0;0;0;20;01.kwi;4;05.maj;sty.55;03.mar;04.maj;;;;sty.44;03.sie;6;sty.44;03.cze;06.maj
D1;12.08.2000;Werder Bremen;Cottbus;3;1;H;2;1;H;30000;Wolfgang Stark ;12;3;2;3;0;0;3;2;9;6;0;0;3;3;0;0;30;30;01.maj;03.cze;6;sty.45;03.maj;5;;;;01.kwi;mar.75;7;01.maj;03.kwi;6
D1;13.08.2000;Ein Frankfurt;Unterhaching;3;0;H;1;0;H;35000;Hartmut Strampe ;7;15;5;3;1;2;7;6;15;19;2;2;1;1;0;0;10;10;sty.75;3;04.maj;sty.65;03.sty;4;01.sie;mar.25;mar.75;01.sie;03.lut;03.wrz;sty.72;03.lut;04.lut
D1;13.08.2000;Schalke 04;FC Koln;2;1;H;2;0;H;62109;Hermann Albrecht ;16;10;6;3;1;0;6;5;15;26;0;0;2;3;0;0;20;30;sty.95;3;03.mar;sty.85;02.wrz;03.kwi;01.sie;mar.25;mar.75;sty.85;mar.25;03.cze;sty.75;mar.25;4
D1;18.08.2000;Cottbus;Dortmund;1;4;A;0;0;D;20500;Franz-Xaver Wack ;11;10;3;5;0;0;8;4;25;20;1;1;2;2;0;0;20;20;02.wrz;3;02.sty;3;02.wrz;2;;;;03.sty;03.lut;02.sty;03.lut;3;02.sty
D1;19.08.2000;Munich 1860;Werder Bremen;2;1;H;1;1;D;23000;Bernd Heynemann ;11;7;5;2;0;1;2;5;10;12;1;4;0;0;0;0;0;0;01.wrz;02.wrz;03.lip;01.wrz;02.wrz;03.lut;;;;sty.91;mar.25;03.maj;01.wrz;03.lut;03.maj
D1;19.08.2000;Bochum;Bayern Munich;0;3;A;0;3;A;31013;Alfons Berg ;14;13;3;9;0;0;7;1;11;11;2;1;1;0;0;0;10;0;maj.75;03.sty;sty.47;03.cze;03.sty;sty.75;;;;5;03.maj;sty.53;05.maj;03.kwi;sty.53
D1;19.08.2000;Hertha;Hamburg;4;0;H;3;0;H;40000;JÅrgen Aust ;11;5;7;2;0;0;6;3;13;13;10;1;4;3;0;1;40;55;02.sty;03.sty;3;2;02.wrz;3;;;;02.sty;03.lut;3;02.sty;03.sty;03.sty
D1;19.08.2000;Stuttgart;Leverkusen;4;1;H;2;0;H;25000;Herbert Fandel ;9;6;6;1;0;0;8;4;13;26;4;8;1;4;0;0;10;40;02.wrz;3;02.mar;02.kwi;02.wrz;02.kwi;;;;03.kwi;mar.25;2;02.sie;03.lut;02.lut
D1;19.08.2000;Unterhaching;Freiburg;1;1;D;1;0;H;10200;Lutz Wagner ;13;12;6;7;1;0;6;5;14;12;0;0;2;2;0;0;20;20;sty.95;02.sie;03.cze;02.sty;02.wrz;02.wrz;;;;2;mar.25;mar.25;2;03.lut;03.lut
D1;19.08.2000;Wolfsburg;Kaiserslautern;4;0;H;1;0;H;18000;Peter Sippel ;18;14;10;2;1;0;7;7;16;20;2;2;2;3;0;1;20;55;lut.25;3;02.wrz;02.sty;02.wrz;02.wrz;;;;lut.25;03.lut;02.sie;lut.25;03.sty;02.sie
D1;20.08.2000;FC Koln;Ein Frankfurt;4;1;H;2;0;H;35000;JÅrgen Jansen ;12;6;7;3;0;0;1;12;17;9;6;1;0;1;0;0;0;10;02.sty;3;02.wrz;01.wrz;02.wrz;03.lut;;;;02.sty;mar.25;3;01.wrz;03.lut;03.maj
D1;20.08.2000;Hansa Rostock;Schalke 04;0;4;A;0;3;A;15000;Uwe Kemmling ;17;16;6;11;0;0;5;4;12;10;1;3;2;3;1;0;45;30;02.mar;lut.95;02.maj;02.lut;02.sie;02.sie;;;;02.lut;03.lut;lut.88;02.mar;3;02.sie
D1;05.09.2000;Freiburg;FC Koln;0;0;D;0;0;D;25000;Florian Meyer ;13;11;5;3;1;0;9;3;13;13;1;0;1;3;0;0;10;30;sty.85;03.lut;03.lip;sty.75;03.sty;03.cze;;;;sty.85;03.lut;mar.75;01.wrz;03.lut;03.maj
D1;05.09.2000;Kaiserslautern;Stuttgart;1;0;H;1;0;H;37940;Franz-Xaver Wack ;7;16;5;3;0;0;3;6;16;24;7;2;4;2;0;0;40;20;02.maj;mar.15;03.lut;2;02.wrz;3;2;03.kwi;3;2;3;03.maj;01.wrz;03.lut;03.maj
D1;05.09.2000;Leverkusen;Unterhaching;1;0;H;1;0;H;22500;B.Zerr ;17;0;8;0;0;0;8;0;21;29;2;2;5;2;0;1;50;45;01.lut;04.sie;08.maj;sty.25;04.mar;8;;;;sty.33;4;08.maj;01.mar;4;09.maj
D1;05.09.2000;Schalke 04;Cottbus;3;0;H;2;0;H;36200;Edgar Steinborn ;15;5;12;3;0;0;5;2;16;13;3;0;0;4;0;0;0;40;sty.25;04.kwi;8;01.mar;4;7;01.kwi;mar.75;7;01.kwi;mar.75;07.maj;sty.36;mar.75;8
D1;06.09.2000;Bayern Munich;Wolfsburg;3;1;H;2;0;H;41000;Lutz Wagner ;16;15;8;9;0;1;11;5;16;19;3;1;0;3;0;0;0;30;01.lut;04.maj;9;sty.25;04.mar;8;01.mar;4;9;01.mar;4;10;01.mar;4;09.maj
D1;06.09.2000;Dortmund;Munich 1860;2;3;A;1;1;D;56000;Alfons Berg ;12;8;4;5;0;1;7;4;12;20;1;1;3;2;0;0;30;20;01.sie;mar.25;4;01.lip;03.sty;03.sie;01.lip;03.maj;mar.75;sty.75;03.lut;kwi.33;sty.61;mar.25;5
D1;06.09.2000;Ein Frankfurt;Hansa Rostock;4;0;H;0;0;D;20000;Michael Weiner ;6;12;5;3;0;3;3;5;16;13;3;2;3;3;1;1;55;55;sty.85;03.sty;03.wrz;sty.75;03.sty;03.cze;01.sie;03.kwi;03.cze;01.sie;03.lut;4;01.sie;mar.25;03.sie
D1;06.09.2000;Hamburg;Werder Bremen;2;1;H;1;0;H;40000;Helmut Fleischer ;18;6;11;3;0;1;10;3;20;20;6;9;2;2;0;0;20;20;sty.95;03.sty;03.kwi;01.wrz;02.wrz;03.lut;;;;sty.95;03.lut;03.maj;2;lut.87;03.cze
D1;06.09.2000;Hertha;Bochum;4;0;H;3;0;H;30000;Hartmut Strampe ;21;8;6;1;0;0;3;6;13;8;0;4;0;2;0;0;0;20;01.kwi;03.cze;06.maj;sty.45;03.maj;5;01.maj;03.maj;05.maj;01.maj;03.maj;6;01.maj;03.kwi;6
D1;08.09.2000;Unterhaching;Kaiserslautern;0;0;D;0;0;D;13000;Helmut Krug ;18;19;9;10;0;1;8;8;23;15;2;6;0;1;0;0;0;10;lut.35;3;02.sie;;;;;;;02.maj;03.lut;02.maj;lut.62;03.sty;02.kwi
D1;09.09.2000;FC Koln;Leverkusen;1;1;D;0;1;A;40000;Markus Merk ;7;9;2;2;1;2;2;8;11;21;3;2;2;2;0;1;20;45;02.wrz;03.sty;lut.15;3;02.wrz;2;02.cze;03.kwi;lut.25;3;mar.25;02.sty;3;03.lut;02.sty
D1;09.09.2000;Munich 1860;Schalke 04;1;1;D;0;0;D;40000;Peter Gagelmann ;16;8;7;4;2;0;8;2;17;10;3;1;2;3;0;0;20;30;sty.95;mar.15;03.mar;01.wrz;02.wrz;03.lut;02.lut;mar.25;lut.75;2;03.lut;03.mar;2;03.lut;03.lut
D1;09.09.2000;Bochum;Hamburg;0;4;A;0;2;A;23500;J?rg Kessler ;2;21;1;6;0;3;3;5;20;18;3;0;1;2;1;0;35;20;lut.45;mar.15;lut.55;02.kwi;02.wrz;02.kwi;02.maj;mar.25;02.kwi;lut.63;03.lut;lut.38;lut.62;03.sty;02.kwi
D1;09.09.2000;Stuttgart;Bayern Munich;2;1;H;1;1;D;51165;Bernd Heynemann ;8;9;5;2;0;0;6;3;18;21;1;4;3;3;0;0;30;30;03.mar;03.sty;2;02.wrz;02.wrz;02.sty;03.cze;03.sty;01.wrz;03.maj;mar.25;01.wrz;mar.75;03.mar;01.sie
D1;09.09.2000;Werder Bremen;Dortmund;1;2;A;0;1;A;35000;Lutz Michael Fr?hlich ;9;14;4;5;0;1;3;3;12;23;6;8;3;2;0;0;30;20;02.lut;03.sty;02.wrz;02.lut;02.wrz;02.lip;lut.25;03.lut;lut.75;lut.15;mar.25;3;lut.25;03.sty;02.sie
D1;09.09.2000;Wolfsburg;Hertha;2;1;H;1;0;H;16333;Hermann Albrecht ;14;10;6;4;1;0;7;9;22;17;0;1;2;3;0;0;20;30;lut.15;03.sty;3;02.lut;02.wrz;02.lip;02.sty;03.lut;3;02.lut;03.lut;lut.88;lut.25;03.sty;02.sie
D1;10.09.2000;Cottbus;Ein Frankfurt;2;0;H;0;0;D;14012;JÅrgen Aust ;17;10;9;2;2;0;8;2;15;15;7;0;2;4;0;0;20;40;lut.25;03.lut;02.sie;02.lut;02.wrz;02.lip;02.kwi;mar.25;02.maj;02.mar;03.lut;lut.75;02.mar;03.sty;lut.75
D1;10.09.2000;Hansa Rostock;Freiburg;0;0;D;0;0;D;20000;JÅrgen Jansen ;14;7;5;5;1;0;13;7;28;18;4;2;1;2;0;0;10;20;02.lut;mar.15;02.wrz;2;02.wrz;3;02.sty;03.lut;3;lut.25;03.sty;lut.88;02.sty;03.lut;3
D1;15.09.2000;Kaiserslautern;FC Koln;3;1;H;1;1;D;38000;Hartmut Strampe ;18;13;8;7;1;0;5;3;14;15;1;2;1;1;1;0;35;10;sty.66;03.kwi;04.mar;01.cze;03.lut;04.lut;01.lip;03.kwi;4;sty.67;mar.25;kwi.75;sty.57;03.maj;5
D1;16.09.2000;Bayern Munich;Unterhaching;3;1;H;1;1;D;48000;JÅrgen Jansen ;15;14;6;3;0;1;4;6;16;20;4;3;2;0;0;0;20;0;sty.25;05.lut;8;sty.25;04.mar;8;sty.25;04.maj;10;sty.22;5;10;sty.16;5;15
D1;16.09.2000;Bochum;Wolfsburg;2;1;H;1;0;H;10000;Lutz Michael Fr?hlich ;9;21;5;11;0;0;5;16;13;15;3;4;2;3;0;0;20;30;02.lut;03.lut;lut.85;02.kwi;02.wrz;02.kwi;02.maj;mar.25;lut.35;02.cze;03.lut;02.kwi;02.kwi;mar.25;02.maj
D1;16.09.2000;Ein Frankfurt;Munich 1860;1;0;H;1;0;H;30000;Helmut Krug ;9;16;2;4;2;0;7;6;18;24;1;2;3;4;0;0;30;40;02.mar;03.lut;lut.65;02.mar;02.wrz;02.maj;lut.35;mar.25;02.maj;lut.38;03.sty;02.lip;02.maj;03.sty;02.maj
D1;16.09.2000;Freiburg;Cottbus;4;1;H;0;0;D;;Helmut Fleischer ;20;7;10;2;1;0;7;3;17;9;3;2;1;1;0;0;10;10;sty.51;mar.45;06.sty;sty.45;03.maj;5;sty.55;03.maj;5;01.maj;03.maj;6;sty.61;mar.25;5
D1;16.09.2000;Hamburg;Dortmund;2;3;A;1;1;D;46694;Bernd Heynemann ;9;7;3;6;0;0;6;8;17;18;4;3;2;1;0;0;20;10;02.maj;mar.25;mar.15;2;02.wrz;3;2;03.kwi;3;02.sty;03.sty;03.lut;02.sty;3;03.lut
D1;16.09.2000;Leverkusen;Hansa Rostock;1;2;A;0;2;A;21000;Franz-Xaver Wack ;26;5;9;1;0;0;14;4;19;21;2;1;2;2;0;0;20;20;sty.25;04.sie;07.wrz;01.mar;4;7;sty.33;04.mar;7;sty.29;04.maj;08.maj;sty.28;04.maj;8
D1;17.09.2000;Hertha;Stuttgart;2;0;H;0;0;D;40000;Florian Meyer ;10;6;5;3;0;0;10;8;16;15;3;0;0;0;0;0;0;0;sty.85;03.lut;03.sie;sty.85;3;03.mar;01.sie;03.kwi;mar.75;sty.55;03.kwi;04.maj;sty.72;03.mar;kwi.33
D1;17.09.2000;Schalke 04;Werder Bremen;1;1;D;0;0;D;45025;Alfons Berg ;12;7;5;4;0;0;5;3;23;26;4;3;2;3;0;0;20;30;sty.75;mar.15;03.wrz;sty.75;03.sty;03.cze;01.sie;03.kwi;03.cze;sty.45;03.maj;5;sty.72;03.kwi;4
D1;22.09.2000;Munich 1860;Freiburg;3;1;H;0;1;A;22500;Lutz Michael Fr?hlich ;13;9;4;4;0;2;7;8;9;21;1;2;1;3;0;1;10;55;01.cze;mar.45;04.sie;01.cze;03.lut;04.lut;sty.65;03.kwi;04.mar;;;;sty.61;mar.25;5
D1;23.09.2000;FC Koln;Bayern Munich;1;2;A;1;1;D;45000;Helmut Krug ;22;19;7;8;1;1;10;6;11;11;1;2;0;0;0;0;0;0;04.sty;mar.25;sty.71;03.mar;3;sty.85;mar.75;mar.25;01.sie;kwi.33;mar.25;sty.73;04.lut;mar.25;sty.72
D1;23.09.2000;Cottbus;Leverkusen;1;2;A;1;1;D;20000;Lutz Wagner ;8;14;4;9;0;1;6;4;19;19;3;7;1;3;1;0;35;30;mar.65;mar.35;sty.85;03.sty;3;01.wrz;mar.75;mar.25;01.sie;03.maj;mar.25;sty.95;03.kwi;03.mar;01.wrz
D1;23.09.2000;Dortmund;Schalke 04;0;4;A;0;2;A;68000;Markus Merk ;10;8;3;4;0;0;7;4;17;14;4;3;2;2;0;0;20;20;sty.85;03.sty;03.wrz;sty.85;3;03.mar;01.wrz;mar.25;03.kwi;sty.95;03.lut;03.maj;01.wrz;lut.75;04.lut
D1;23.09.2000;Stuttgart;Bochum;1;1;D;0;1;A;15000;Wolfgang Stark ;16;8;5;3;2;0;11;2;14;16;1;3;4;2;0;0;40;20;01.kwi;03.sie;06.wrz;01.maj;03.kwi;04.lip;sty.45;03.cze;06.maj;01.kwi;03.cze;06.maj;01.maj;03.kwi;6
D1;23.09.2000;Werder Bremen;Ein Frankfurt;1;1;D;1;1;D;26500;Peter Sippel ;10;6;5;4;1;0;6;6;15;18;4;1;2;0;0;1;20;25;01.lip;03.kwi;04.lut;01.lip;03.sty;03.sie;sty.65;03.kwi;04.mar;sty.53;03.maj;5;01.cze;03.maj;04.maj
D1;23.09.2000;Wolfsburg;Hamburg;4;4;D;2;1;H;21000;Alfons Berg ;15;7;7;7;0;0;4;5;20;29;1;0;1;2;0;0;10;20;lut.15;mar.25;02.wrz;02.mar;02.wrz;02.maj;02.sty;mar.25;lut.85;lut.25;03.lut;02.sie;02.sty;03.lut;3
D1;24.09.2000;Hansa Rostock;Kaiserslautern;1;0;H;0;0;D;16000;JÅrgen Aust ;11;11;3;2;1;0;13;6;19;26;4;2;2;1;0;0;20;10;02.kwi;03.lut;lut.55;02.lut;02.wrz;02.lip;02.maj;03.lut;02.maj;lut.38;03.lut;lut.63;02.kwi;03.sty;lut.62
D1;24.09.2000;Unterhaching;Hertha;5;2;H;2;1;H;9000;Michael Weiner ;8;12;6;4;0;0;7;5;10;10;2;2;1;2;0;0;10;20;lut.45;mar.25;02.maj;02.lip;02.wrz;02.lut;02.cze;03.lut;lut.35;02.cze;03.lut;02.kwi;lut.62;03.sty;02.kwi
D1;29.09.2000;Ein Frankfurt;Dortmund;1;1;D;1;0;H;40000;Hermann Albrecht ;10;12;5;4;0;0;4;6;7;11;2;2;2;3;0;0;20;30;02.lut;03.lut;lut.75;02.mar;02.wrz;02.maj;02.maj;03.lut;02.maj;02.maj;03.lut;02.maj;02.maj;03.sty;02.maj
D1;30.09.2000;Bayern Munich;Hansa Rostock;0;1;A;0;1;A;60000;Alfons Berg ;26;8;13;3;0;0;6;5;12;15;3;7;1;2;0;0;10;20;01.lut;05.mar;10;01.lut;04.lip;9;01.lut;5;11;sty.22;5;10;01.lut;5;11
D1;30.09.2000;Bochum;Unterhaching;3;0;H;0;0;D;16500;Uwe Kemmling ;12;3;7;1;0;0;9;5;16;11;1;6;3;1;0;0;30;10;sty.95;mar.35;03.lut;sty.75;03.sty;03.cze;01.sie;mar.25;mar.75;sty.75;mar.25;04.lut;01.sie;03.mar;mar.75
D1;30.09.2000;Hamburg;Schalke 04;2;0;H;1;0;H;50000;Lutz Wagner ;7;6;6;2;0;0;3;7;17;15;0;2;2;2;0;1;20;45;sty.95;03.lut;mar.45;2;02.wrz;3;02.sty;mar.25;lut.85;02.lut;03.lut;lut.88;02.lut;03.sty;lut.87
D1;30.09.2000;Hertha;FC Koln;4;2;H;3;2;H;30000;Edgar Steinborn ;16;9;10;5;0;0;5;10;23;20;2;3;2;2;0;0;20;20;01.maj;03.cze;05.lip;sty.45;03.maj;5;01.maj;03.cze;05.maj;sty.45;03.cze;6;01.maj;03.cze;05.maj
D1;30.09.2000;Kaiserslautern;Cottbus;1;1;D;1;0;H;30000;Bernd Heynemann ;8;14;4;7;0;1;11;5;13;21;2;1;2;2;0;0;20;20;sty.35;03.sie;07.lut;01.kwi;03.cze;05.maj;01.mar;4;8;01.kwi;mar.75;07.maj;01.mar;4;9
D1;30.09.2000;Leverkusen;Munich 1860;0;0;D;0;0;D;22500;Hartmut Strampe ;23;19;4;7;2;1;14;8;15;18;2;2;3;3;1;0;55;30;sty.66;03.maj;04.mar;01.cze;03.lut;04.lut;sty.65;03.kwi;04.mar;01.lip;03.kwi;kwi.33;sty.65;mar.25;kwi.75
D1;01.10.2000;Freiburg;Werder Bremen;0;1;A;0;0;D;25000;J?rg Kessler ;6;13;1;5;0;1;6;10;7;7;2;2;3;3;0;0;30;30;sty.95;mar.25;mar.35;2;02.wrz;3;2;03.kwi;3;2;mar.25;mar.25;01.wrz;mar.25;03.kwi
D1;01.10.2000;Wolfsburg;Stuttgart;2;2;D;1;1;D;15800;Markus Merk ;15;15;9;10;0;0;4;7;18;15;4;2;0;0;0;0;0;0;2;mar.15;03.mar;2;02.wrz;3;2;03.kwi;3;sty.91;mar.25;03.maj;2;03.lut;03.lut
D1;13.10.2000;Dortmund;Freiburg;1;0;H;0;0;D;58000;Herbert Fandel ;25;3;11;1;2;0;9;3;24;18;0;1;1;2;0;0;10;20;sty.43;mar.75;06.maj;sty.45;03.maj;5;01.maj;mar.75;5;01.maj;03.maj;6;01.maj;03.cze;05.maj
D1;14.10.2000;FC Koln;Bochum;2;0;H;0;0;D;30000;Michael Weiner ;21;8;12;1;2;1;2;1;17;11;3;0;3;3;0;0;30;30;sty.95;03.lut;03.kwi;01.wrz;02.wrz;03.lut;01.wrz;03.kwi;mar.25;01.sie;mar.25;mar.75;01.wrz;03.lut;03.maj
D1;14.10.2000;Munich 1860;Kaiserslautern;0;4;A;0;1;A;30000;Uwe Kemmling ;11;17;3;10;0;0;11;1;14;13;1;1;3;3;1;0;55;30;sty.65;03.maj;04.lut;01.sie;3;03.maj;01.lip;03.maj;mar.75;sty.57;03.mar;5;sty.72;03.lut;kwi.33
D1;14.10.2000;Cottbus;Bayern Munich;1;0;H;1;0;H;21000;Markus Merk ;15;8;8;0;0;0;1;5;23;22;3;1;1;5;0;0;10;50;06.lut;03.maj;sty.45;04.lip;03.kwi;01.maj;05.maj;03.maj;01.maj;6;03.maj;sty.45;05.maj;03.cze;01.maj
D1;14.10.2000;Schalke 04;Ein Frankfurt;4;0;H;1;0;H;55000;Florian Meyer ;16;5;3;0;0;0;9;2;15;12;5;1;4;2;0;1;40;45;sty.57;mar.45;04.wrz;01.maj;03.kwi;04.lip;01.cze;03.maj;04.maj;sty.45;03.cze;05.maj;01.maj;03.cze;05.maj
D1;14.10.2000;Stuttgart;Hamburg;3;3;D;2;2;D;35000;JÅrgen Aust ;17;10;9;9;1;0;2;5;16;16;2;1;3;3;0;0;30;30;02.sty;03.sty;3;02.sty;02.wrz;02.wrz;2;03.kwi;3;lut.25;03.sty;lut.88;02.lut;03.sty;lut.87
D1;14.10.2000;Werder Bremen;Leverkusen;3;3;D;0;1;A;27000;Helmut Krug ;11;6;6;4;0;0;5;7;12;21;10;2;4;2;0;1;40;45;lut.45;03.maj;02.cze;02.lut;02.wrz;02.lip;lut.35;mar.25;02.maj;lut.38;03.sty;lut.63;02.kwi;3;02.lip
D1;15.10.2000;Hansa Rostock;Hertha;0;2;A;0;1;A;17000;Hartmut Strampe ;12;15;3;7;0;0;8;6;20;15;4;0;4;3;1;1;65;55;02.lut;3;02.wrz;02.lut;02.wrz;02.lip;lut.35;mar.25;02.maj;lut.25;03.sty;lut.88;02.mar;03.sty;lut.75
D1;15.10.2000;Unterhaching;Wolfsburg;0;3;A;0;1;A;7500;Edgar Steinborn ;9;11;6;6;0;1;6;3;28;12;1;2;2;1;0;0;20;10;lut.15;mar.15;3;02.mar;02.sie;02.cze;02.lut;mar.25;lut.75;02.lut;3;03.sty;02.lut;3;3
D1;20.10.2000;Kaiserslautern;Werder Bremen;2;0;H;1;0;H;39000;JÅrgen Jansen ;3;10;2;4;0;0;2;4;11;11;3;5;1;4;0;0;10;40;sty.85;03.kwi;03.cze;sty.75;03.sty;03.cze;01.sie;mar.25;mar.75;01.sie;mar.25;4;01.sie;03.mar;mar.75
D1;21.10.2000;Bayern Munich;Munich 1860;3;1;H;1;0;H;63000;JÅrgen Aust ;14;12;9;5;0;0;5;4;21;16;3;2;1;5;0;1;10;75;sty.55;03.lut;05.maj;01.cze;03.lut;04.lut;sty.55;03.maj;5;sty.45;03.cze;05.maj;sty.57;03.kwi;5
D1;21.10.2000;Hamburg;Ein Frankfurt;2;0;H;1;0;H;35000;Lutz Michael Fr?hlich ;12;3;5;0;0;0;11;1;10;13;0;6;3;1;0;0;30;10;sty.55;03.kwi;5;01.maj;03.kwi;04.lip;01.maj;03.cze;05.maj;01.maj;03.maj;05.maj;sty.53;03.kwi;05.maj
D1;21.10.2000;Hertha;Cottbus;3;1;H;1;1;D;49400;J?rg Kessler ;15;5;9;3;1;0;8;3;23;14;1;1;2;2;0;0;20;20;01.mar;04.maj;06.maj;sty.35;03.sie;06.lut;sty.35;4;7;sty.36;4;07.maj;sty.33;mar.75;9
D1;21.10.2000;Leverkusen;Dortmund;2;0;H;1;0;H;22500;Helmut Fleischer ;16;13;3;3;2;0;5;2;25;34;9;4;1;2;0;0;10;20;sty.95;03.mar;mar.25;2;02.wrz;3;2;03.lut;03.lut;2;03.sty;03.kwi;02.sty;3;03.lut
D1;21.10.2000;Stuttgart;Unterhaching;2;2;D;1;2;A;15000;Herbert Fandel ;23;6;8;3;0;0;16;2;5;15;0;1;1;1;0;0;10;10;sty.45;03.kwi;06.maj;01.kwi;03.cze;05.maj;sty.45;03.maj;7;sty.44;03.cze;cze.75;01.maj;03.kwi;6
D1;21.10.2000;Wolfsburg;FC Koln;6;0;H;4;0;H;14000;Franz-Xaver Wack ;8;10;5;6;0;0;3;5;19;18;4;4;1;3;0;0;10;30;sty.66;mar.45;04.kwi;01.cze;03.lut;04.lut;01.lip;03.kwi;4;sty.62;03.kwi;5;sty.66;03.mar;04.maj
D1;22.10.2000;Bochum;Hansa Rostock;1;2;A;0;0;D;17800;Peter Gagelmann ;25;12;13;6;1;0;10;8;17;22;1;1;0;1;0;0;0;10;sty.91;mar.25;03.kwi;01.wrz;02.wrz;03.lut;2;03.kwi;3;sty.91;mar.25;03.maj;01.wrz;mar.25;03.kwi
D1;22.10.2000;Freiburg;Schalke 04;3;1;H;1;0;H;25000;Wolfgang Stark ;14;14;5;5;0;0;11;7;13;8;3;1;1;1;0;0;10;10;02.kwi;03.mar;02.maj;02.lip;02.wrz;02.lut;02.cze;03.lut;lut.35;02.lip;3;02.kwi;02.sie;3;02.mar
D1;27.10.2000;Cottbus;Bochum;2;0;H;2;0;H;15598;Hermann Albrecht ;11;9;3;3;1;2;7;7;17;24;2;2;3;3;0;0;30;30;lut.15;03.sty;3;2;02.wrz;3;2;03.lut;03.lut;01.wrz;mar.75;03.lut;2;03.lut;03.lut
D1;28.10.2000;Dortmund;Kaiserslautern;1;2;A;0;1;A;65000;Alfons Berg ;15;5;3;3;0;0;10;2;12;29;5;2;2;2;0;0;20;20;01.sie;mar.15;mar.85;01.lip;03.sty;03.sie;01.lip;03.kwi;4;sty.73;mar.25;kwi.33;01.sie;03.mar;mar.75
D1;28.10.2000;Ein Frankfurt;Freiburg;3;0;H;2;0;H;23800;Hartmut Strampe ;15;13;9;7;0;0;9;3;25;14;3;1;1;4;0;1;10;65;01.wrz;03.sty;mar.75;01.sie;3;03.maj;01.sie;mar.25;mar.75;01.sie;mar.25;4;01.wrz;mar.25;03.kwi
D1;28.10.2000;Hansa Rostock;Wolfsburg;1;1;D;0;1;A;14000;Helmut Krug ;15;13;5;5;1;0;5;3;9;4;4;0;0;5;0;0;0;50;02.lut;03.lut;lut.85;02.sty;02.wrz;02.wrz;02.lut;03.lut;02.sie;02.sty;mar.25;3;02.lut;03.lut;02.sie
D1;28.10.2000;Schalke 04;Leverkusen;0;0;D;0;0;D;41545;Lutz Michael Fr?hlich ;14;6;5;4;0;0;5;3;14;11;5;1;3;3;0;0;30;30;lut.15;03.lut;lut.95;02.sty;02.wrz;02.wrz;02.sty;03.lut;3;02.lut;03.lut;lut.88;02.lut;03.lut;02.sie
D1;28.10.2000;Unterhaching;Hamburg;2;1;H;0;1;A;12000;Florian Meyer ;16;7;4;3;0;0;6;6;18;6;3;2;1;0;0;0;10;0;02.cze;03.lut;02.kwi;02.wrz;02.wrz;02.sty;02.cze;03.lut;lut.35;lut.75;03.lut;lut.25;lut.62;03.sty;lut.37
D1;28.10.2000;Werder Bremen;Bayern Munich;1;1;D;1;1;D;35282;Herbert Fandel ;10;16;4;4;1;1;5;4;20;21;5;7;2;3;0;0;20;30;mar.25;mar.15;02.maj;02.wrz;02.wrz;02.sty;03.lut;03.lut;2;03.maj;03.lut;01.wrz;03.maj;03.lut;01.wrz
D1;29.10.2000;FC Koln;Stuttgart;3;2;H;2;2;D;32000;Helmut Fleischer ;17;22;6;9;2;0;3;5;18;22;1;2;4;3;0;0;40;30;02.mar;02.sie;03.maj;02.mar;02.wrz;02.maj;lut.25;03.lut;lut.75;lut.25;03.lut;02.sie;lut.25;03.sty;02.sie
D1;29.10.2000;Munich 1860;Hertha;0;1;A;0;0;D;27600;JÅrgen Jansen ;23;16;11;7;1;0;6;4;20;26;2;4;1;1;0;0;10;10;2;03.lut;mar.15;02.sty;02.wrz;02.wrz;02.lut;mar.25;lut.75;02.sty;03.lut;3;02.sty;3;03.lut
